block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,Validator_id,percent_staked,atom_staked_v,community_tax,min_proposer_bonus,max_proposer_bonus,v_commission,self_bonded_rew_amt,commission_amt,inflation_rate,total_supply,n_validators,timestamp,sign_ratio,total_block_fees
12689661,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,15.864860359063000000,103483.035239481773754647,0.130664615040431803,314516377386036,175,2022-11-02T16:09:19.426683319Z,1.0,5409.0
12689663,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,15.904907599629000000,103744.254683775303917421,0.130664624931763759,314516386811761,175,2022-11-02T16:09:32.267278894Z,1.0,14547.0
12689664,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,15.985018956153000000,104266.803646865335712769,0.130664644714444310,314516405663214,175,2022-11-02T16:09:38.583391965Z,1.0,13735.0
12689665,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,15.985018956153000000,104266.803646865335712769,0.130664644714444310,314516405663214,175,2022-11-02T16:09:44.918830444Z,1.0,7949.0
12689666,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.065137020454000000,104789.396363330908724666,0.130664664497140221,314516424514671,175,2022-11-02T16:09:51.694667829Z,1.0,21910.0
12689668,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.105165869401000000,105050.495843092286684422,0.130664674388498032,314516433940401,175,2022-11-02T16:10:10.703559431Z,1.0,9898.0
12689669,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.185305708055000000,105573.230588924961840494,0.130664694171214399,314516452791864,175,2022-11-02T16:10:16.989701169Z,1.0,0.0
12689670,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.225462293551000000,105835.163266427588281770,0.130664704062572955,314516462217597,175,2022-11-02T16:10:23.558614228Z,1.0,15458.0
12689672,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.305609588269000000,106357.946646545479929088,0.130664723845309794,314516481069066,175,2022-11-02T16:10:41.337048588Z,1.0,3250.0
12689674,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.345658338709000000,106619.175939415560262949,0.130664733736688079,314516490494802,175,2022-11-02T16:10:49.932350174Z,1.0,5681.0
12689675,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.385678158700000000,106880.216525253151131595,0.130664743628067643,314516499920539,175,2022-11-02T16:10:56.228693301Z,1.0,13113.0
12689676,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.465787094134000000,107402.749696103025249310,0.130664763410846502,314516518772016,175,2022-11-02T16:11:02.702912811Z,1.0,14577.0
12689678,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.546016549480000000,107926.068992142575688274,0.130664783193651234,314516537623497,175,2022-11-02T16:11:15.404629651Z,1.0,44086.0
12689680,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.586176739287000000,108188.025179777481089671,0.130664793085062829,314516547049239,175,2022-11-02T16:11:28.787835001Z,1.0,0.0
12689682,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.666264638159000000,108710.421133703177786379,0.130664812867784568,314516565900726,175,2022-11-02T16:11:41.599261627Z,1.0,8471.0
12689683,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.706296318243000000,108971.539080355904370975,0.130664822759155073,314516575326471,175,2022-11-02T16:11:47.851968050Z,1.0,10091.0
12689684,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.786330620675000000,109493.585436355002123034,0.130664842541912832,314516594177964,175,2022-11-02T16:11:54.284228081Z,1.0,0.0
12689685,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.020000000000000000,0.010000000000000000,0.040000000000000000,8.0,16.826347627422000000,109754.607672016173653487,0.130664852433301577,314516603603712,175,2022-11-02T16:12:00.957502419Z,1.0,5010.0
