block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,Validator_id,percent_staked,atom_staked_v,community_tax,min_proposer_bonus,max_proposer_bonus,v_commission,self_bonded_rew_amt,commission_amt,inflation_rate,total_supply,n_validators,timestamp,sign_ratio,total_block_fees,block_len
12689871,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.235207388512,158080.9892719206,0.1306666823012703,314518347384289,175,2022-11-02T16:32:52.859714144Z,1.0,4144.0,6.12345
12689872,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.275221268469,158341.9911122104,0.1306666921925844,314518356810222,175,2022-11-02T16:32:59.176342224Z,1.0,16726.0,6.317
12689874,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.35532374723,158864.48216759012,0.1306667119752323,314518375662091,175,2022-11-02T16:33:12.402354847Z,1.0,10762.0,6.12345
12689875,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.395365721542,159125.6672612476,0.1306667218665661,314518385088027,175,2022-11-02T16:33:18.805423716Z,1.0,3420.0,6.403
12689876,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.435376546381,159386.6491736678,0.1306667317579065,314518394513964,175,2022-11-02T16:33:24.967455539Z,1.0,14168.0,6.162
12689877,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.475432981584,159647.9285925748,0.130666741649252,314518403939902,175,2022-11-02T16:33:36.504322931Z,1.0,0.0,11.537
12689878,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.515508434895,159909.3320624702,0.1306667515406262,314518413365841,175,2022-11-02T16:33:42.825224323Z,1.0,3947.0,6.321
12689879,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.555521508442,160170.32864272225,0.1306667614320068,314518422791781,175,2022-11-02T16:33:49.374135506Z,1.0,7946.0,6.549
12689880,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.595551559234,160431.43596184885,0.1306667713233941,314518432217722,175,2022-11-02T16:33:55.884012700Z,1.0,2071.0,6.51
12689882,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.675609798043,160953.63844963574,0.1306667911034673,314518451069607,175,2022-11-02T16:34:08.535673723Z,1.0,6754.0,6.12345
12689883,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.715634803646,161214.71286009642,0.1306668009921533,314518460495551,175,2022-11-02T16:34:15.166029518Z,1.0,25147.0,6.631
12689885,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.795801022892,161737.619680801,0.1306668207695893,314518479347442,175,2022-11-02T16:34:28.670733080Z,1.0,5814.0,6.12345
12689887,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.875978704905,162260.60127063823,0.1306668405470514,314518498199337,175,2022-11-02T16:34:41.959125244Z,1.0,0.0,6.12345
12689888,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.915974580903,162521.48567501936,0.1306668504357923,314518507625286,175,2022-11-02T16:34:44.339935060Z,1.0,8180.0,2.38
12689889,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.956005170254,162782.5965070566,0.1306668603245398,314518517051236,175,2022-11-02T16:34:50.565284543Z,1.0,3500.0,6.226
12689890,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,24.996015905825,163043.57783719886,0.1306668702132939,314518526477187,175,2022-11-02T16:34:57.048952607Z,1.0,0.0,6.483
12689891,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.03608427634,163304.93510755047,0.1306668801020498,314518535903139,175,2022-11-02T16:35:03.728339514Z,1.0,19040.0,6.68
12689892,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.076160959219,163566.34659765256,0.1306668899908123,314518545329092,175,2022-11-02T16:35:10.273975070Z,1.0,14501.0,6.545
12689893,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.156304487329,164089.1054090077,0.1306669097683326,314518564181001,175,2022-11-02T16:35:16.836064494Z,1.0,21258.0,6.563
12689895,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.196323219882,164350.13890172142,0.1306669196570923,314518573606957,175,2022-11-02T16:35:29.403830895Z,1.0,12425.0,6.12345
12689897,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.276403894497,164872.48773339367,0.1306669394346311,314518592458872,175,2022-11-02T16:35:48.014366349Z,1.0,5596.0,6.12345
12689899,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.356433472895,165394.50327555407,0.1306669592121959,314518611310791,175,2022-11-02T16:36:00.567935652Z,1.0,6591.0,6.12345
12689900,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.396457361566,165655.57040050888,0.1306669691009881,314518620736752,175,2022-11-02T16:36:06.887228563Z,1.0,0.0,6.32
12689901,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.436503484432,165916.782554283,0.1306669789897869,314518630162714,175,2022-11-02T16:36:13.248492962Z,1.0,8515.0,6.361
12689902,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.516577089931,166439.08527564746,0.1306669987674441,314518649014641,175,2022-11-02T16:36:19.606774700Z,1.0,0.0,6.358
12689904,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.556587561433,166700.06488332828,0.1306670086562807,314518658440606,175,2022-11-02T16:36:32.472111193Z,1.0,8159.0,6.12345
12689905,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.596618127981,166961.17556661984,0.1306670185451239,314518667866572,175,2022-11-02T16:36:38.851778066Z,1.0,9985.0,6.379
12689906,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.636656446795,167222.33681626164,0.1306670284339737,314518677292539,175,2022-11-02T16:36:45.296725753Z,1.0,3000.0,6.445
12689907,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.676665131328,167483.30476793405,0.13066703832283,314518686718507,175,2022-11-02T16:36:51.531965286Z,1.0,14296.0,6.235
12689908,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.716721750923,167744.5853895893,0.1306670482116782,314518696144476,175,2022-11-02T16:36:58.223720968Z,1.0,11313.0,6.692
12689909,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.756765717393,168005.7834776614,0.1306670581004958,314518705570446,175,2022-11-02T16:37:04.983736294Z,1.0,0.0,6.76
12689910,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.796761682377,168266.66846247856,0.1306670679893199,314518714996417,175,2022-11-02T16:37:11.330924784Z,1.0,16016.0,6.347
12689911,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.836825603412,168527.99670984113,0.1306670778781432,314518724422389,175,2022-11-02T16:37:17.674696206Z,1.0,5446.0,6.344
12689912,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.916867006552,169050.08938221657,0.1306670976558038,314518743274336,175,2022-11-02T16:37:24.348391439Z,1.0,6212.0,6.674
12689913,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.916867006552,169050.08938221657,0.1306670976558038,314518743274336,175,2022-11-02T16:37:31.124225640Z,1.0,0.0,6.776
12689914,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.956862979781,169310.97442081533,0.1306671075446439,314518752700311,175,2022-11-02T16:37:37.394533327Z,1.0,22960.0,6.27
12689915,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,25.996956380347,169572.49495675066,0.1306671174334833,314518762126287,175,2022-11-02T16:37:48.917561786Z,1.0,0.0,11.523
12689916,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.036952362063,169833.38005070397,0.1306671273223292,314518771552264,175,2022-11-02T16:37:55.666049653Z,1.0,32002.0,6.749
12689917,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.117120740828,170356.30095747928,0.1306671471000396,314518790404221,175,2022-11-02T16:38:02.083383093Z,1.0,9572.0,6.417
12689919,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.197174117066,170878.47172777474,0.1306671668777762,314518809256182,175,2022-11-02T16:38:19.971410051Z,1.0,7900.0,6.12345
12689921,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.237221091762,171139.68943784997,0.1306671767666544,314518818682164,175,2022-11-02T16:38:32.709792875Z,1.0,0.0,6.12345
12689922,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.317383351881,171662.57043403224,0.130667196544428,314518837534131,175,2022-11-02T16:38:39.045289864Z,1.0,22010.0,6.336
12689924,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.397482935403,172185.0426043872,0.130667216322227,314518856386102,175,2022-11-02T16:38:52.090065119Z,1.0,15406.0,6.12345
12689925,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.437492400114,172446.01564499273,0.1306672262111364,314518865812089,175,2022-11-02T16:38:58.298658046Z,1.0,3168.0,6.208
12689927,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.517550510932,172968.2172979186,0.1306672459889699,314518884664066,175,2022-11-02T16:39:11.468618569Z,1.0,10607.0,6.12345
12689929,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.55764348095,173229.73502548225,0.1306672558778748,314518894090056,175,2022-11-02T16:39:24.500844666Z,1.0,0.0,6.12345
12689930,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.637665494238,173751.70122207014,0.1306672756557043,314518912942039,175,2022-11-02T16:39:30.778341232Z,1.0,7055.0,6.278
12689932,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.677682384367,174012.72269705965,0.1306672855446289,314518922368032,175,2022-11-02T16:39:43.802529371Z,1.0,0.0,6.12345
12689933,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.75784116828,174535.58101869735,0.1306673053224978,314518941220021,175,2022-11-02T16:39:50.308135323Z,1.0,0.0,6.506
12689935,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.797865959183,174796.65402871836,0.1306673152114421,314518950646017,175,2022-11-02T16:40:08.352962467Z,1.0,21154.0,6.12345
12689936,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.877998787652,175319.34304864405,0.1306673349892082,314518969498012,175,2022-11-02T16:40:14.781414788Z,1.0,12006.0,6.429
12689937,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.918043186243,175580.54395534552,0.1306673448781011,314518978924011,175,2022-11-02T16:40:21.512353493Z,1.0,11393.0,6.731
12689939,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,26.9981843865,176103.28758262462,0.1306673646559006,314518997776012,175,2022-11-02T16:40:34.404848888Z,1.0,13909.0,6.12345
12689940,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.038243695371,176364.58574584083,0.1306673745448086,314519007202014,175,2022-11-02T16:40:40.798025985Z,1.0,14904.0,6.394
12689942,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.078281868445,176625.7460448551,0.1306673844337232,314519016628017,175,2022-11-02T16:40:53.865396329Z,1.0,0.0,6.12345
12689944,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.198511718361,177409.97921893132,0.1306674141004974,314519044906032,175,2022-11-02T16:41:06.715103917Z,1.0,0.0,6.12345
12689946,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.238507806941,177670.8650099399,0.1306674239894339,314519054332039,175,2022-11-02T16:41:15.827709435Z,1.0,12752.0,6.12345
12689947,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.318619187306,178193.41412854337,0.1306674437675637,314519073184056,175,2022-11-02T16:41:22.308421874Z,1.0,15338.0,6.481
12689949,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.39872233258,178715.90953143584,0.1306674635459569,314519092036077,175,2022-11-02T16:41:35.297051528Z,1.0,17574.0,6.12345
12689952,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.478911366004,179238.96516406408,0.1306674833243876,314519110888102,175,2022-11-02T16:41:59.476013229Z,1.0,0.0,6.12345
12689954,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.558980717077,179761.24013473405,0.1306675031029502,314519129740131,175,2022-11-02T16:42:12.409358552Z,1.0,9730.0,6.12345
12689955,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.639050498796,180283.51791440847,0.1306675228816258,314519148592164,175,2022-11-02T16:42:19.080929366Z,1.0,8515.0,6.671
12689956,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.679098500408,180544.74232283968,0.1306675327710139,314519158018182,175,2022-11-02T16:42:25.426853419Z,1.0,12209.0,6.346
12689958,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.759174538381,181067.0609107042,0.1306675525498095,314519176870221,175,2022-11-02T16:42:38.486432109Z,1.0,15834.0,6.12345
12689960,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.799200088237,181328.1388712071,0.1306675624392335,314519186296242,175,2022-11-02T16:42:51.317231269Z,1.0,5668.0,6.12345
12689961,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.839220359588,181589.18240116935,0.130667572328664,314519195722264,175,2022-11-02T16:42:57.534674097Z,1.0,14138.0,6.217
12689962,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.919328777772,182111.7121981136,0.1306675921075535,314519214574311,175,2022-11-02T16:43:04.266860317Z,1.0,13190.0,6.732
12689964,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,27.959380028047,182372.95779686136,0.1306676019970119,314519224000336,175,2022-11-02T16:43:16.932783861Z,1.0,0.0,6.12345
12689965,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.039449826869,182895.23568810095,0.1306676217759484,314519242852389,175,2022-11-02T16:43:23.466356424Z,1.0,4675.0,6.534
12689967,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.079488696165,183156.4005284136,0.1306676316654275,314519252278417,175,2022-11-02T16:43:36.160503069Z,1.0,12673.0,6.12345
12689969,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.159562717738,183678.70596373596,0.130667651444406,314519271130476,175,2022-11-02T16:43:49.198021670Z,1.0,14351.0,6.12345
12689970,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.199619875103,183939.9900931533,0.1306676613339039,314519280556507,175,2022-11-02T16:43:55.469558543Z,1.0,4010.0,6.271
12689971,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.279629430367,184461.87502875653,0.1306676811129196,314519299408572,175,2022-11-02T16:44:06.664814001Z,1.0,0.0,11.195
12689973,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.319656053869,184722.9599924204,0.1306676910024372,314519308834606,175,2022-11-02T16:44:19.697361245Z,1.0,0.0,6.12345
12689974,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.359670143042,184983.96319738,0.1306677008919612,314519318260641,175,2022-11-02T16:44:26.170336223Z,1.0,0.0,6.473
12689975,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.439727565327,185506.1603591576,0.130667720671028,314519337112714,175,2022-11-02T16:44:32.394315224Z,1.0,13212.0,6.224
12689977,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.479733036618,185767.1073515484,0.1306677305605707,314519346538752,175,2022-11-02T16:44:45.457416916Z,1.0,,6.12345
12689978,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.519808812822,186028.51292760245,0.1306677404501195,314519355964791,175,2022-11-02T16:44:51.856306485Z,1.0,,6.399
12689979,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.559865995448,186289.79722178777,0.1306677503396738,314519365390831,175,2022-11-02T16:44:58.123924042Z,1.0,,6.267
12689980,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.599959698853,186551.31973307964,0.1306677602292008,314519374816872,175,2022-11-02T16:45:04.439291180Z,1.0,,6.316
12689981,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,64.11,75012,0.02,0.01,0.04,8.0,28.680124351455,187074.216334901,0.1306677800082418,314519393668957,175,2022-11-02T16:45:10.993200172Z,1.0,30453.0,6.554
