block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,n_validators,val_0_name,val_0_address,val_0_commission_pct,val_1_name,val_1_address,val_1_commission_pct,val_2_name,val_2_address,val_2_commission_pct,total_block_fees,proposer,timestamp,sign_ratio,val_0_stake,val_1_stake,val_2_stake,community_tax,min_proposer_bonus,max_proposer_bonus,percent_staked,val_1_com_amt,val_2_com_amt,total_supply,val_0_com_amt,inflation_rate
12944611,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,0,V3E7t0Icf+s4G4Y/yH3tXoKaqWE=,2022-11-22T08:33:21.382538108Z,1.0,11523656.352791,185753.946342,4392015.8348,0.020000000000000000,0.010000000000000000,0.040000000000000000,62.11,176279495.07054248,4914116874.868186,316938951844203,821609345.015716,0.133403070326102918
