block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,Validator_id,total_block_fees,proposer,timestamp,sign_ratio,community_tax,min_proposer_bonus,max_proposer_bonus,atom_staked_v,percent_staked,total_supply,v_commission,commission_amt,inflation_rate,n_validators,commission
12763491,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,aPJweVkNysw6wcSJKhoAjzSPWW8=,2022-11-08T09:42:59.617455183Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214741719660,8.0,50117038.828017406,0.1312989520158904,175.0,8.0
12763492,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-08T09:43:06.027642366Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214751212175,8.0,50117683.60292816,0.1312989599603998,175.0,8.0
12763493,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,sRZ9BDfbnfDVM+4qzeSBBxOb3S4=,2022-11-08T09:43:12.487076541Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214760704691,8.0,50118327.704918966,0.1312989679049159,175.0,8.0
12763494,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,TrEoJnX3JLWQJvIXPCPw3Jk28Rg=,2022-11-08T09:43:18.722632329Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214770197208,8.0,50118971.51638928,0.1312989758494382,175.0,8.0
12763495,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,7nOhl1HVjF7ARMEeP7euaFoQ0sE=,2022-11-08T09:43:25.009355936Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214779689726,8.0,50119615.26630916,0.131298983793943,175.0,8.0
12763496,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,hLPYkiui8ko5R37BSVeZG+Gud2U=,2022-11-08T09:43:31.333881133Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214789182244,8.0,50120259.6592548,0.1312989917384531,175.0,8.0
12763497,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,a9RwUCEzKpC5I5fY1yyjlQy4WOs=,2022-11-08T09:43:37.616412341Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214798674763,8.0,50120903.31264458,0.1312989996829698,175.0,8.0
12763498,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,Z5uJeFlzvpTU/fi2b4SpKZMukcU=,2022-11-08T09:43:44.439712615Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214808167283,8.0,50121548.284345925,0.1312990076274931,175.0,8.0
12763499,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,nPiuH9UH+XoFQlBYL/5SkiyNNwU=,2022-11-08T09:43:50.806126031Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214817659804,8.0,50122191.83333771,0.1312990155720232,175.0,8.0
12763500,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,HO0wcz0WJciatphndgbQ43s2dqk=,2022-11-08T09:43:57.390040850Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214827152326,8.0,50122835.73021141,0.1312990235165575,175.0,8.0
12763501,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,UdslZiBO4mZCfqimy3GYNasXC+k=,2022-11-08T09:44:03.697389084Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214836644849,8.0,50123479.19799459,0.1312990314610984,175.0,8.0
12763502,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,zIf1a1hiGBHitaR/OMYWbilc424=,2022-11-08T09:44:10.033028275Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214846137373,8.0,50124124.08569859,0.131299039405646,175.0,8.0
12763503,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,bXAfpZUyaI3xa6+VIRN+jBTLsxY=,2022-11-08T09:44:16.404695143Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214855629898,8.0,50124767.55360788,0.1312990473502003,175.0,8.0
12763504,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,1UCrAiCIYSrHSyh9B22/vEo3ei4=,2022-11-08T09:44:23.211453331Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214865122423,8.0,50125411.16814004,0.1312990552947612,175.0,8.0
12763505,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-08T09:44:29.765667Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214874614949,8.0,50126056.27235511,0.1312990632392964,175.0,8.0
12763506,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-08T09:44:36.159442861Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214884107476,8.0,50126700.06347191,0.1312990711838381,175.0,8.0
12763507,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,7VCeeAl+EwapH+3o6Ft10Gvd9uM=,2022-11-08T09:44:42.396658101Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214893600004,8.0,50127344.569034606,0.1312990791283621,175.0,8.0
12763508,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,7VCeeAl+EwapH+3o6Ft10Gvd9uM=,2022-11-08T09:44:53.619258045Z,0.9771428571428572,0.02,0.01,0.04,185753.0002,64.67,315214903092533,8.0,50127988.885946654,0.1312990870728866,175.0,8.0
12763509,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,sApjI3N/Mh6wuNWcb9SXoUtgk4o=,2022-11-08T09:44:59.870956111Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214912585063,8.0,50128634.41684744,0.1312990950174178,175.0,8.0
12763510,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,O4RcmvHWnp+7YgtpqyJrKLrJeYU=,2022-11-08T09:45:06.136214717Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214922077594,8.0,50129278.25936683,0.1312991029619556,175.0,8.0
12763511,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,0tRY+SCey4yiqrHZngZhG4Eqh5c=,2022-11-08T09:45:12.620441359Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214931570125,8.0,50129923.01802468,0.1312991109064916,175.0,8.0
12763512,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,MZIPm8Ojm2aHbMfW1eWJ4QOTvw4=,2022-11-08T09:45:19.165147428Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214941062657,8.0,50130567.17019413,0.1312991188510344,175.0,8.0
12763513,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,9Zc0qJanaJQ2vDQiJE/YYq4YnFw=,2022-11-08T09:45:25.462870305Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214950555190,8.0,50131211.45466127,0.1312991267955795,175.0,8.0
12763514,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,g/R9d0ew9jOmug30m33PYfkKobA=,2022-11-08T09:45:32.155959199Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214960047724,8.0,50131855.32034162,0.1312991347401293,175.0,8.0
12763515,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,Wlnch0b9cn/d1cv1y7kMb2Fsz5s=,2022-11-08T09:45:38.758823469Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214969540259,8.0,50132499.60154236,0.1312991426846857,175.0,8.0
12763516,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,CZ4rCVgzMa/eNeX6lmc9LKfeoxY=,2022-11-08T09:45:45.067429197Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315214979032795,8.0,50133144.516339846,0.1312991506292151,175.0,8.0
12763517,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,2fikG3gqpqZq3IH5U5I8fc57YAE=,2022-11-08T09:45:51.279305846Z,0.9142857142857144,0.02,0.01,0.04,185753.0002,64.67,315214988525332,8.0,50133792.36713466,0.1312991585737493,175.0,8.0
12763518,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-08T09:45:57.797885830Z,0.92,0.02,0.01,0.04,185753.0002,64.67,315214998017869,8.0,50134437.313131966,0.1312991665182901,175.0,8.0
12763519,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,RqP4uDk7qhU8QOVyLq6C6g1Isy0=,2022-11-08T09:46:04.294244572Z,0.9485714285714286,0.02,0.01,0.04,185753.0002,64.67,315215007510407,8.0,50135081.52824588,0.1312991744628365,175.0,8.0
12763520,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,RPBYL8sjsEQHRDaQb4IGz2VRLDY=,2022-11-08T09:46:11.118039890Z,0.9657142857142856,0.02,0.01,0.04,185753.0002,64.67,315215026495486,8.0,50136370.95292825,0.1312991903519392,175.0,8.0
12763521,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,2mqqqVnJ74ij6zex8QfLJmfruqs=,2022-11-08T09:46:18.005511503Z,0.9771428571428572,0.02,0.01,0.04,185753.0002,64.67,315215026495486,8.0,50136370.95292825,0.1312991903519392,175.0,8.0
12763522,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,aPJweVkNysw6wcSJKhoAjzSPWW8=,2022-11-08T09:46:20.361791760Z,0.9428571428571428,0.02,0.01,0.04,185753.0002,64.67,315215035988027,8.0,50137014.65757444,0.1312991982965006,175.0,8.0
12763523,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-08T09:46:26.832268533Z,0.9885714285714284,0.02,0.01,0.04,185753.0002,64.67,315215045480569,8.0,50137658.56221669,0.1312992062410577,175.0,8.0
12763524,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,sRZ9BDfbnfDVM+4qzeSBBxOb3S4=,2022-11-08T09:46:32.980325384Z,0.9885714285714284,0.02,0.01,0.04,185753.0002,64.67,315215054973112,8.0,50138302.8930425,0.1312992141852547,175.0,8.0
12763525,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,nPiuH9UH+XoFQlBYL/5SkiyNNwU=,2022-11-08T09:46:39.194719136Z,0.9885714285714284,0.02,0.01,0.04,185753.0002,64.67,315215064465655,8.0,50138946.682074524,0.1312992221294583,175.0,8.0
12763526,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,nPiuH9UH+XoFQlBYL/5SkiyNNwU=,2022-11-08T09:46:50.591121565Z,0.9771428571428572,0.02,0.01,0.04,185753.0002,64.67,315215073958199,8.0,50139591.77394355,0.1312992300736625,175.0,8.0
12763527,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,bXAfpZUyaI3xa6+VIRN+jBTLsxY=,2022-11-08T09:46:57.110978129Z,0.96,0.02,0.01,0.04,185753.0002,64.67,315215083450744,8.0,50140235.446473,0.1312992380178732,175.0,8.0
12763528,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,1/fHlIfBClzxq+sdvYHo1JdXxCI=,2022-11-08T09:47:03.813770656Z,0.9828571428571428,0.02,0.01,0.04,185753.0002,64.67,315215092943290,8.0,50140879.37550629,0.131299245962048,175.0,8.0
12763529,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,gZZf6KFfqAeMkgLzLkz6cvhfKiI=,2022-11-08T09:47:10.050257150Z,0.9885714285714284,0.02,0.01,0.04,185753.0002,64.67,315215102435837,8.0,50141523.254235856,0.1312992539062295,175.0,8.0
12763530,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,HO0wcz0WJciatphndgbQ43s2dqk=,2022-11-08T09:47:16.406252656Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215111928385,8.0,50142167.50058164,0.1312992618504165,175.0,8.0
12763531,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-08T09:47:22.707867426Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215121420934,8.0,50142811.81112136,0.1312992697946101,175.0,8.0
12763532,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,Z5uJeFlzvpTU/fi2b4SpKZMukcU=,2022-11-08T09:47:29.101473902Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215130913483,8.0,50143456.36609656,0.1312992777387833,175.0,8.0
12763533,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,0tRY+SCey4yiqrHZngZhG4Eqh5c=,2022-11-08T09:47:35.365615363Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215140406033,8.0,50144100.75323202,0.1312992856829624,175.0,8.0
12763534,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,6AB0DGjIGzA0XDriumOPpW/2fu8=,2022-11-08T09:47:41.875810409Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215149898584,8.0,50144745.2380368,0.1312992936271347,175.0,8.0
12763535,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,3qELGQGaE7F9GrnK4XMhza47BIc=,2022-11-08T09:47:48.407418869Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215159391136,8.0,50145388.70949288,0.1312993015713136,175.0,8.0
12763536,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,7VCeeAl+EwapH+3o6Ft10Gvd9uM=,2022-11-08T09:47:55.035042800Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215168883689,8.0,50146032.52160669,0.1312993095154991,175.0,8.0
12763537,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,sxWB6f9XEEVTE3Di1IlaLW/t7Ps=,2022-11-08T09:48:01.367435170Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215178376243,8.0,50146676.35602229,0.1312993174596912,175.0,8.0
12763538,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,Fw/v1tf0ppqucKJEFfxOLJKN4uU=,2022-11-08T09:48:07.942850499Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215187868798,8.0,50147320.55662127,0.13129932540389,175.0,8.0
12763539,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,0mmoHHdB9FjDHbf7FMWBdkIfsvg=,2022-11-08T09:48:14.198162203Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215197361353,8.0,50147965.14997597,0.1312993333480954,175.0,8.0
12763540,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-08T09:48:20.664409259Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215206853909,8.0,50148609.06376971,0.1312993412923076,175.0,8.0
12763541,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,JURdDrNT6QUKsR7GGX1dy2EZhts=,2022-11-08T09:48:26.884941120Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215216346466,8.0,50149252.53213752,0.1312993492365264,175.0,8.0
12763542,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,9Zc0qJanaJQ2vDQiJE/YYq4YnFw=,2022-11-08T09:48:33.229785075Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215225839024,8.0,50149896.00057312,0.1312993571807518,175.0,8.0
12763543,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-08T09:48:39.899287310Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215235331583,8.0,50150540.801964976,0.1312993651246799,175.0,8.0
12763544,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-08T09:48:51.118390013Z,0.9828571428571428,0.02,0.01,0.04,185753.0002,64.67,315215244824143,8.0,50151186.316539966,0.1312993730686056,175.0,8.0
12763545,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,USBWWacX3/uW4FT4vREIcw4Xrqc=,2022-11-08T09:48:57.512974454Z,0.9771428571428572,0.02,0.01,0.04,185753.0002,64.67,315215254316704,8.0,50151829.7842952,0.131299381012538,175.0,8.0
12763546,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,C0LkfxVOJNEBhLsS4yNHqsYca4A=,2022-11-08T09:49:03.934593760Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215263809265,8.0,50152473.6757588,0.1312993889564744,175.0,8.0
12763547,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,znaAM9cnxqKJgK73Ny0SQyfIEKg=,2022-11-08T09:49:10.225966698Z,0.9885714285714284,0.02,0.01,0.04,185753.0002,64.67,315215273301827,8.0,50153118.11415567,0.1312993969004163,175.0,8.0
12763548,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,nPiuH9UH+XoFQlBYL/5SkiyNNwU=,2022-11-08T09:49:16.669771300Z,0.9885714285714284,0.02,0.01,0.04,185753.0002,64.67,315215282794390,8.0,50153761.80685968,0.1312994048443322,175.0,8.0
12763549,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,bXAfpZUyaI3xa6+VIRN+jBTLsxY=,2022-11-08T09:49:23.168160319Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215292286954,8.0,50154405.72854344,0.131299412788206,175.0,8.0
12763550,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,jg7je3saA43RReMPHvl982Ge9Ck=,2022-11-08T09:49:30.075486745Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215311272085,8.0,50155694.66581882,0.1312994286759734,175.0,8.0
12763551,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,4xUzuCrGeqF4i3C9fphb744SUqE=,2022-11-08T09:49:37.074592099Z,0.9828571428571428,0.02,0.01,0.04,185753.0002,64.67,315215311272085,8.0,50155694.66581882,0.1312994286759734,175.0,8.0
12763552,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,aPJweVkNysw6wcSJKhoAjzSPWW8=,2022-11-08T09:49:39.476173913Z,0.9142857142857144,0.02,0.01,0.04,185753.0002,64.67,315215320764652,8.0,50156338.15892116,0.1312994366198671,175.0,8.0
12763553,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,0tRY+SCey4yiqrHZngZhG4Eqh5c=,2022-11-08T09:49:45.889663158Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215330257220,8.0,50156981.76726216,0.1312994445637675,175.0,8.0
12763554,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,sRZ9BDfbnfDVM+4qzeSBBxOb3S4=,2022-11-08T09:49:52.405809938Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215339749788,8.0,50157625.59618045,0.1312994525076745,175.0,8.0
12763555,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,usM/NA80l3UfEkho8EnsLokwrC8=,2022-11-08T09:49:58.682661025Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215349242357,8.0,50158269.382189885,0.1312994604515882,175.0,8.0
12763556,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-08T09:50:05.260765328Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215358734927,8.0,50158913.22873268,0.131299468395508,175.0,8.0
12763557,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-08T09:50:11.609758486Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215368227498,8.0,50159556.86635744,0.1312994763394345,175.0,8.0
12763558,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,6Dv8Q20s6NzJ7AWJsuW3NeN/uFw=,2022-11-08T09:50:17.822514619Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215377720070,8.0,50160200.91578208,0.1312994842833676,175.0,8.0
12763559,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,HO0wcz0WJciatphndgbQ43s2dqk=,2022-11-08T09:50:24.075854433Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215387212643,8.0,50160844.38407301,0.1312994922273074,175.0,8.0
12763560,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,0,sjayojrXFqnY2Fagy6di8yNRXF8=,2022-11-08T09:50:30.370908726Z,0.9942857142857144,0.02,0.01,0.04,185753.0002,64.67,315215396705217,8.0,50161487.85243172,0.1312995001712539,175.0,8.0
