block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,Validator_id,total_block_fees,proposer,timestamp,sign_ratio,community_tax,min_proposer_bonus,max_proposer_bonus,inflation_rate,v_commission,commission_amt,total_supply,atom_staked_v,percent_staked,n_validators,commission
12788402,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,gBF3Ltfd8syc16SMjAqiSG6fTpc=,2022-11-10T07:53:11.510811819Z,1.0,0.02,0.01,0.04,0.1315119958300161,20.0,999088375.6764852,315451488844667,15658138.732106,64.49,175,20.0
12788403,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-10T07:53:17.956369881Z,1.0,0.02,0.01,0.04,0.1315120129853604,20.0,999361387.2248513,315451507874785,15658138.732106,64.49,175,20.0
12788404,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,0tRY+SCey4yiqrHZngZhG4Eqh5c=,2022-11-10T07:53:24.158739281Z,1.0,0.02,0.01,0.04,0.1315120129853604,20.0,999361387.2248513,315451507874785,15658138.732106,64.49,175,20.0
12788405,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,ncQBIJm+dDGJB0uF5JiRrjs/7ps=,2022-11-10T07:53:30.576079402Z,0.9942857142857144,0.02,0.01,0.04,0.1315120215630422,20.0,999497644.0257117,315451517389845,15658138.732106,64.49,175,20.0
12788406,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,sRZ9BDfbnfDVM+4qzeSBBxOb3S4=,2022-11-10T07:53:37.064635251Z,1.0,0.02,0.01,0.04,0.1315120387179454,20.0,999770534.3193164,315451536419968,15658138.732106,64.49,175,20.0
12788407,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,sRZ9BDfbnfDVM+4qzeSBBxOb3S4=,2022-11-10T07:53:48.217914566Z,0.9885714285714284,0.02,0.01,0.04,0.1315120472952765,20.0,999906877.2919098,315451545935031,15658138.732106,64.49,175,20.0
12788408,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,TrEoJnX3JLWQJvIXPCPw3Jk28Rg=,2022-11-10T07:53:54.401215526Z,1.0,0.02,0.01,0.04,0.1315120472952765,20.0,999906877.2919098,315451545935031,15658138.732106,64.49,175,20.0
12788409,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,bXAfpZUyaI3xa6+VIRN+jBTLsxY=,2022-11-10T07:54:00.722170852Z,1.0,0.02,0.01,0.04,0.1315120644498682,20.0,1000179795.0672144,315451564965160,15658138.732106,64.49,175,20.0
12788410,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,7VCeeAl+EwapH+3o6Ft10Gvd9uM=,2022-11-10T07:54:07.521200248Z,1.0,0.02,0.01,0.04,0.1315120644498682,20.0,1000179795.0672144,315451564965160,15658138.732106,64.49,175,20.0
12788411,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,CZ4rCVgzMa/eNeX6lmc9LKfeoxY=,2022-11-10T07:54:13.807550739Z,1.0,0.02,0.01,0.04,0.1315120730271741,20.0,1000316107.541201,315451574480226,15658138.732106,64.49,175,20.0
12788412,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,6+1pTmzhIk+x6KLdjuY6OFaLHis=,2022-11-10T07:54:20.075458638Z,1.0,0.02,0.01,0.04,0.1315120816044421,20.0,1000452394.7487926,315451583995293,15658138.732106,64.49,175,20.0
12788413,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-10T07:54:26.686336433Z,1.0,0.02,0.01,0.04,0.1315120987589608,20.0,1000820349.6672276,315451603025430,15658138.732106,64.49,175,20.0
12788414,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,USBWWacX3/uW4FT4vREIcw4Xrqc=,2022-11-10T07:54:33.088778212Z,1.0,0.02,0.01,0.04,0.1315121073362236,20.0,1000956721.1560456,315451612540499,15658138.732106,64.49,175,20.0
12788415,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,WS8Xu4zzaqNYZ2Wfiw6eduEbz7o=,2022-11-10T07:54:39.391960217Z,1.0,0.02,0.01,0.04,0.1315121073362236,20.0,1000956721.1560456,315451612540499,15658138.732106,64.49,175,20.0
12788417,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,pPHVU08/qQWk2mBuihCDSXZRH/c=,2022-11-10T07:54:51.983547427Z,1.0,0.02,0.01,0.04,0.1315121244907671,20.0,1001229384.9979692,315451631570640,15658138.732106,64.49,175,20.0
12788418,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,9Zc0qJanaJQ2vDQiJE/YYq4YnFw=,2022-11-10T07:54:58.430867844Z,1.0,0.02,0.01,0.04,0.1315121330680488,20.0,1001365689.6402484,315451641085712,15658138.732106,64.49,175,20.0
12788419,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,Z5uJeFlzvpTU/fi2b4SpKZMukcU=,2022-11-10T07:55:05.148031605Z,1.0,0.02,0.01,0.04,0.1315121502226322,20.0,1001638153.5536112,315451660115859,15658138.732106,64.49,175,20.0
12788420,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,HO0wcz0WJciatphndgbQ43s2dqk=,2022-11-10T07:55:11.473947411Z,1.0,0.02,0.01,0.04,0.1315121502226322,20.0,1001638153.5536112,315451660115859,15658138.732106,64.49,175,20.0
12788421,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,nPiuH9UH+XoFQlBYL/5SkiyNNwU=,2022-11-10T07:55:17.790627272Z,1.0,0.02,0.01,0.04,0.1315121587999339,20.0,1001774364.0589153,315451669630934,15658138.732106,64.49,175,20.0
12788422,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-10T07:55:24.291202929Z,1.0,0.02,0.01,0.04,0.131512167377241,20.0,1001910841.7866817,315451679146010,15658138.732106,64.49,175,20.0
12788423,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,RqP4uDk7qhU8QOVyLq6C6g1Isy0=,2022-11-10T07:55:30.505268190Z,1.0,0.02,0.01,0.04,0.1315121759545547,20.0,1002047141.7908252,315451688661087,15658138.732106,64.49,175,20.0
12788424,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,mtCqGKkqGkN0Qm7ZuBktHWw9JpE=,2022-11-10T07:55:37.253846643Z,1.0,0.02,0.01,0.04,0.131512184528448,20.0,1002183805.114921,315451698176165,15658138.732106,64.49,175,20.0
12788425,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-10T07:55:43.407418235Z,1.0,0.02,0.01,0.04,0.1315121931023426,20.0,1002320135.5382652,315451707691244,15658138.732106,64.49,175,20.0
12788426,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-10T07:55:54.620654780Z,0.9885714285714284,0.02,0.01,0.04,0.1315122016762393,20.0,1002552325.8883789,315451717206323,15658138.732106,64.49,175,20.0
12788427,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,0tRY+SCey4yiqrHZngZhG4Eqh5c=,2022-11-10T07:56:01.022861997Z,1.0,0.02,0.01,0.04,0.1315122102501358,20.0,1002783857.5060782,315451726721403,15658138.732106,64.49,175,20.0
12788428,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,aPJweVkNysw6wcSJKhoAjzSPWW8=,2022-11-10T07:56:07.358792304Z,1.0,0.02,0.01,0.04,0.1315122273979295,20.0,1003056985.8692296,315451745751566,15658138.732106,64.49,175,20.0
12788429,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,2mqqqVnJ74ij6zex8QfLJmfruqs=,2022-11-10T07:56:13.739818236Z,0.9828571428571428,0.02,0.01,0.04,0.1315122273979295,20.0,1003056985.8692296,315451745751566,15658138.732106,64.49,175,20.0
12788430,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,kcgjp0TeUPkcF6RrYk7fj3FQp90=,2022-11-10T07:56:16.209744490Z,0.9828571428571428,0.02,0.01,0.04,0.1315122359718356,20.0,1003193304.8126552,315451755266649,15658138.732106,64.49,175,20.0
12788431,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,j+PP+moHsJPkQbuE2httq/U6+i0=,2022-11-10T07:56:22.826612427Z,1.0,0.02,0.01,0.04,0.1315122445457484,20.0,1003329650.9259688,315451764781733,15658138.732106,64.49,175,20.0
12788432,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,bXAfpZUyaI3xa6+VIRN+jBTLsxY=,2022-11-10T07:56:29.421841608Z,0.9942857142857144,0.02,0.01,0.04,0.1315122531196678,20.0,1003465889.089796,315451774296818,15658138.732106,64.49,175,20.0
12788433,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,g/R9d0ew9jOmug30m33PYfkKobA=,2022-11-10T07:56:36.283600341Z,1.0,0.02,0.01,0.04,0.1315122616935717,20.0,1003602206.0577502,315451783811904,15658138.732106,64.49,175,20.0
12788434,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,0mmoHHdB9FjDHbf7FMWBdkIfsvg=,2022-11-10T07:56:42.987221079Z,1.0,0.02,0.01,0.04,0.1315122702675815,20.0,1003738983.5825036,315451793326991,15658138.732106,64.49,175,20.0
12788435,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,zAWIKXj8X91qdyFofhTAKZrgBLg=,2022-11-10T07:56:49.378371270Z,1.0,0.02,0.01,0.04,0.1315122788415839,20.0,1003875297.6597408,315451802842079,15658138.732106,64.49,175,20.0
12788436,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,dCC3PxAomsoYrM0ctatUiCwE0tU=,2022-11-10T07:56:55.710494762Z,1.0,0.02,0.01,0.04,0.1315122874155929,20.0,1004011614.009238,315451812357168,15658138.732106,64.49,175,20.0
12788437,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,7VCeeAl+EwapH+3o6Ft10Gvd9uM=,2022-11-10T07:57:01.852528030Z,1.0,0.02,0.01,0.04,0.1315122959896081,20.0,1004148022.8966404,315451821872257,15658138.732106,64.49,175,20.0
12788438,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,sRZ9BDfbnfDVM+4qzeSBBxOb3S4=,2022-11-10T07:57:08.127356658Z,1.0,0.02,0.01,0.04,0.13151230456363,20.0,1004284231.6027784,315451831387347,15658138.732106,64.49,175,20.0
12788439,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-10T07:57:14.356680394Z,1.0,0.02,0.01,0.04,0.1315123131375175,20.0,1004420658.4834929,315451840902438,15658138.732106,64.49,175,20.0
12788440,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-10T07:57:20.746912020Z,1.0,0.02,0.01,0.04,0.1315123217114116,20.0,1004652281.7510568,315451850417530,15658138.732106,64.49,175,20.0
12788441,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,ddqzFvTKE2f1MqtxqAt/plq2kDk=,2022-11-10T07:57:26.979248639Z,1.0,0.02,0.01,0.04,0.1315123302852766,20.0,1004788609.5276562,315451859932623,15658138.732106,64.49,175,20.0
12788442,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,ZxRgkwzNybBsXQVeTVUOuNryKR4=,2022-11-10T07:57:33.560982052Z,1.0,0.02,0.01,0.04,0.1315123388591428,20.0,1004924930.2040097,315451869447717,15658138.732106,64.49,175,20.0
12788443,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,07wmsaneyNVrCjuOzSMRDsTNRac=,2022-11-10T07:57:40.223040909Z,1.0,0.02,0.01,0.04,0.1315123474332202,20.0,1005061382.6565508,315451878962812,15658138.732106,64.49,175,20.0
12788444,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,2fikG3gqpqZq3IH5U5I8fc57YAE=,2022-11-10T07:57:46.464042248Z,1.0,0.02,0.01,0.04,0.1315123560073134,20.0,1005197680.804247,315451888477908,15658138.732106,64.49,175,20.0
12788445,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,2fikG3gqpqZq3IH5U5I8fc57YAE=,2022-11-10T07:57:57.707872178Z,0.9828571428571428,0.02,0.01,0.04,0.1315123645814134,20.0,1005334232.9405096,315451897993005,15658138.732106,64.49,175,20.0
12788446,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,nPiuH9UH+XoFQlBYL/5SkiyNNwU=,2022-11-10T07:58:04.119862176Z,1.0,0.02,0.01,0.04,0.13151237315552,20.0,1005470512.1458148,315451907508103,15658138.732106,64.49,175,20.0
12788447,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,0tRY+SCey4yiqrHZngZhG4Eqh5c=,2022-11-10T07:58:10.551222794Z,1.0,0.02,0.01,0.04,0.1315123817296965,20.0,1005606979.751039,315451917023202,15658138.732106,64.49,175,20.0
12788448,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,9Zc0qJanaJQ2vDQiJE/YYq4YnFw=,2022-11-10T07:58:17.006258766Z,1.0,0.02,0.01,0.04,0.1315123903038795,20.0,1005743420.9880046,315451926538301,15658138.732106,64.49,175,20.0
12788449,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,HO0wcz0WJciatphndgbQ43s2dqk=,2022-11-10T07:58:23.791475851Z,1.0,0.02,0.01,0.04,0.1315123988780691,20.0,1005879646.9946024,315451936053401,15658138.732106,64.49,175,20.0
12788450,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,HO0wcz0WJciatphndgbQ43s2dqk=,2022-11-10T07:58:34.973456543Z,1.0,0.02,0.01,0.04,0.1315124074522642,20.0,1006016164.7556144,315451945568502,15658138.732106,64.49,175,20.0
12788451,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,Z5uJeFlzvpTU/fi2b4SpKZMukcU=,2022-11-10T07:58:41.316355348Z,1.0,0.02,0.01,0.04,0.131512416026466,20.0,1006152373.6128188,315451955083604,15658138.732106,64.49,175,20.0
12788452,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-10T07:58:47.582864746Z,1.0,0.02,0.01,0.04,0.1315124246006744,20.0,1006288792.4850048,315451964598707,15658138.732106,64.49,175,20.0
12788453,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,MZIPm8Ojm2aHbMfW1eWJ4QOTvw4=,2022-11-10T07:58:54.000686316Z,1.0,0.02,0.01,0.04,0.1315124331748872,20.0,1006520466.5502218,315451974113811,15658138.732106,64.49,175,20.0
12788454,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,UdslZiBO4mZCfqimy3GYNasXC+k=,2022-11-10T07:59:00.314296190Z,1.0,0.02,0.01,0.04,0.1315124417490922,20.0,1006656864.7658348,315451983628916,15658138.732106,64.49,175,20.0
12788455,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,6Dv8Q20s6NzJ7AWJsuW3NeN/uFw=,2022-11-10T07:59:06.607114920Z,1.0,0.02,0.01,0.04,0.1315124503233039,20.0,1006793169.6461806,315451993144022,15658138.732106,64.49,175,20.0
12788456,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,bXAfpZUyaI3xa6+VIRN+jBTLsxY=,2022-11-10T07:59:12.772851622Z,1.0,0.02,0.01,0.04,0.1315124588975222,20.0,1006929378.564248,315452002659129,15658138.732106,64.49,175,20.0
12788457,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-10T07:59:19.666428215Z,1.0,0.02,0.01,0.04,0.1315124674717473,20.0,1007065587.4966308,315452012174237,15658147.232106,64.49,175,20.0
12788458,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,aPJweVkNysw6wcSJKhoAjzSPWW8=,2022-11-10T07:59:25.911103860Z,1.0,0.02,0.01,0.04,0.1315124760459789,20.0,1007202047.2567668,315452021689345,15658147.232106,64.49,175,20.0
12788459,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,tMwD8qyiLEPeHtOFoQS6hrdGJ5I=,2022-11-10T07:59:32.423882932Z,1.0,0.02,0.01,0.04,0.1315124846202171,20.0,1007338512.9146904,315452031204454,15658147.232106,64.49,175,20.0
12788460,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,gZZf6KFfqAeMkgLzLkz6cvhfKiI=,2022-11-10T07:59:38.653938070Z,1.0,0.02,0.01,0.04,0.1315124931944614,20.0,1007474923.9894488,315452040719564,15658147.232106,64.49,175,20.0
12788461,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,+OUDK5jV0yRC4yW2lwtDT3UuET4=,2022-11-10T07:59:44.971305056Z,1.0,0.02,0.01,0.04,0.1315125017687124,20.0,1007611252.3663452,315452050234675,15658147.232106,64.49,175,20.0
12788462,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,nBfJT3MTu01uBkKHvu3l04iOiFU=,2022-11-10T07:59:51.361879270Z,1.0,0.02,0.01,0.04,0.13151251034297,20.0,1007747749.5602546,315452059749787,15658147.232106,64.49,175,20.0
12788463,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,CZ4rCVgzMa/eNeX6lmc9LKfeoxY=,2022-11-10T07:59:58.019872718Z,1.0,0.02,0.01,0.04,0.1315125189172343,20.0,1007884092.495525,315452069264900,15658147.232106,64.49,175,20.0
12788464,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,CZ4rCVgzMa/eNeX6lmc9LKfeoxY=,2022-11-10T08:00:09.266924919Z,0.9885714285714284,0.02,0.01,0.04,0.1315125274915049,20.0,1008020541.7054924,315452078780014,15658147.232106,64.49,175,20.0
12788465,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-10T08:00:15.483795836Z,0.9657142857142856,0.02,0.01,0.04,0.1315125360657674,20.0,1008157028.316364,315452088295129,15658147.232106,64.49,175,20.0
12788466,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,6AB0DGjIGzA0XDriumOPpW/2fu8=,2022-11-10T08:00:21.907063465Z,0.9885714285714284,0.02,0.01,0.04,0.1315125446400363,20.0,1008388713.772462,315452097810245,15658147.232106,64.49,175,20.0
12788467,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,0tRY+SCey4yiqrHZngZhG4Eqh5c=,2022-11-10T08:00:29.959477108Z,1.0,0.02,0.01,0.04,0.1315125532142693,20.0,1008525109.7504752,315452107325362,15658147.232106,64.49,175,20.0
12788468,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,4HD6TwULr36idhxSpqVxV4BoGTk=,2022-11-10T08:00:36.305856026Z,1.0,0.02,0.01,0.04,0.1315125617885089,20.0,1008661355.005669,315452116840480,15658147.232106,64.49,175,20.0
12788469,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,7VCeeAl+EwapH+3o6Ft10Gvd9uM=,2022-11-10T08:00:42.992370799Z,1.0,0.02,0.01,0.04,0.1315125703627529,20.0,1008797866.6221852,315452126355598,15658147.232106,64.49,175,20.0
12788470,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,OZZxwv5LJxTsbofU7kVO8V8zqio=,2022-11-10T08:00:49.374144749Z,1.0,0.02,0.01,0.04,0.1315125789370034,20.0,1008934179.818282,315452135870717,15658147.232106,64.49,175,20.0
12788471,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,nPiuH9UH+XoFQlBYL/5SkiyNNwU=,2022-11-10T08:00:55.999982007Z,1.0,0.02,0.01,0.04,0.1315125875112607,20.0,1009070503.83519,315452145385837,15658147.232106,64.49,175,20.0
12788472,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,sRZ9BDfbnfDVM+4qzeSBBxOb3S4=,2022-11-10T08:01:02.503682511Z,0.9942857142857144,0.02,0.01,0.04,0.1315125960855243,20.0,1009206841.623142,315452154900958,15658147.232106,64.49,175,20.0
12788473,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,USBWWacX3/uW4FT4vREIcw4Xrqc=,2022-11-10T08:01:08.683208349Z,0.9314285714285714,0.02,0.01,0.04,0.1315126046597945,20.0,1009343616.7495964,315452164416080,15658147.232106,64.49,175,20.0
12788474,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-10T08:01:15.056451745Z,0.9942857142857144,0.02,0.01,0.04,0.1315126132340696,20.0,1009479920.5107586,315452173931203,15658147.232106,64.49,175,20.0
12788475,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0,Wlnch0b9cn/d1cv1y7kMb2Fsz5s=,2022-11-10T08:01:21.270858647Z,1.0,0.02,0.01,0.04,0.1315126218083514,20.0,1009616172.5804032,315452183446327,15658147.232106,64.49,175,20.0
