block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,Validator_id,commission,proposer,timestamp,sign_ratio,community_tax,min_proposer_bonus,max_proposer_bonus,v_commission,percent_staked,atom_staked_v,total_supply,inflation_rate,commission_amt,total_block_fees,n_validators
12737961,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,MZIPm8Ojm2aHbMfW1eWJ4QOTvw4=,2022-11-06T10:12:52.313847416Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972739650411,0.1310928592316209,1176937488.168474,3217,175
12737962,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,7VCeeAl+EwapH+3o6Ft10Gvd9uM=,2022-11-06T10:12:58.619913681Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972749120750,0.1310928671026631,1176953849.2017496,16381,175
12737963,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,9Zc0qJanaJQ2vDQiJE/YYq4YnFw=,2022-11-06T10:13:04.989491303Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972758591090,0.1310928749737119,1176970232.9712632,0,175
12737964,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,CZ4rCVgzMa/eNeX6lmc9LKfeoxY=,2022-11-06T10:13:11.770440019Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972768061431,0.1310928828447674,1176986588.4521646,13646,175
12737965,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,Wlnch0b9cn/d1cv1y7kMb2Fsz5s=,2022-11-06T10:13:18.148158374Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972777531772,0.1310928907158281,1177002967.5017283,2143,175
12737966,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,sRZ9BDfbnfDVM+4qzeSBBxOb3S4=,2022-11-06T10:13:24.496315972Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972787002114,0.1310928985868956,1177019326.685364,7255,175
12737967,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-06T10:13:30.770258297Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972796472457,0.1310929064579697,1177035694.6991804,10822,175
12737968,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,TrEoJnX3JLWQJvIXPCPw3Jk28Rg=,2022-11-06T10:13:37.371957713Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972805942801,0.1310929143290504,1177052068.8750093,13703,175
12737969,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,HO0wcz0WJciatphndgbQ43s2dqk=,2022-11-06T10:13:43.533442537Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972815413146,0.1310929222001378,1177068448.028114,0,175
12737970,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,g/R9d0ew9jOmug30m33PYfkKobA=,2022-11-06T10:13:50.010653650Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972824883492,0.1310929300712319,1177084803.5175705,24981,175
12737971,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,g/R9d0ew9jOmug30m33PYfkKobA=,2022-11-06T10:14:01.427657061Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972834353839,0.131092937942327,1177101202.1514778,6987,175
12737972,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,ppNdh3uXdsRblu6uUmlZo7mlqxo=,2022-11-06T10:14:08.128644064Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972843824186,0.1310929458134286,1177117569.7110872,15220,175
12737973,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,leBg0HcTBw/pgi9sUL12vMv58Xo=,2022-11-06T10:14:14.791898283Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972853294534,0.1310929536845608,1177133951.488863,3168,175
12737974,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,OZZxwv5LJxTsbofU7kVO8V8zqio=,2022-11-06T10:14:21.830413125Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972862764883,0.1310929615556996,1177150312.454223,5265,175
12737976,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,2mqqqVnJ74ij6zex8QfLJmfruqs=,2022-11-06T10:14:34.980244654Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972881705584,0.1310929772979972,1177183112.1020565,0,175
12737977,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-06T10:14:37.364396445Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972891175936,0.131092985169156,1177199467.6031587,23237,175
12737978,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,zIf1a1hiGBHitaR/OMYWbilc424=,2022-11-06T10:14:43.610776806Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972900646288,0.1310929930403183,1177215863.2367902,0,175
12737979,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-06T10:14:49.988696211Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972910116641,0.1310930009114873,1177232218.7396195,21170,175
12737980,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,bXAfpZUyaI3xa6+VIRN+jBTLsxY=,2022-11-06T10:14:56.394859574Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972919586995,0.1310930087826125,1177248610.804983,5095,175
12737982,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,Z5uJeFlzvpTU/fi2b4SpKZMukcU=,2022-11-06T10:15:09.591439412Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972938527706,0.1310930245248825,1177281360.2896042,0,175
12737983,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,UdslZiBO4mZCfqimy3GYNasXC+k=,2022-11-06T10:15:15.864127874Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972947998063,0.1310930323960272,1177297744.1771955,0,175
12737984,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,Fw/v1tf0ppqucKJEFfxOLJKN4uU=,2022-11-06T10:15:22.162443694Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972957468421,0.1310930402671759,1177314115.8961957,0,175
12737985,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,aPJweVkNysw6wcSJKhoAjzSPWW8=,2022-11-06T10:15:28.492796526Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972966938779,0.1310930481383297,1177330490.7082903,0,175
12737981,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,0tRY+SCey4yiqrHZngZhG4Eqh5c=,2022-11-06T10:15:03.106481917Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972929057350,0.1310930166537442,1177264975.110201,17183,175
12737987,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,g/R9d0ew9jOmug30m33PYfkKobA=,2022-11-06T10:15:41.524157276Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972985879498,0.1310930638806573,1177363248.3938134,0,175
12737988,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,0UpULodWw6lC2f2Ic9wumneYoX8=,2022-11-06T10:15:48.188165542Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314972995349859,0.1310930717518267,1177379632.175815,10145,175
12737989,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,0UpULodWw6lC2f2Ic9wumneYoX8=,2022-11-06T10:15:59.509203176Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973004820221,0.1310930796230027,1177396005.2105644,0,175
12737990,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,6Dv8Q20s6NzJ7AWJsuW3NeN/uFw=,2022-11-06T10:16:06.051797018Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973014290584,0.1310930874941854,1177412360.7260897,16192,175
12737991,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,7VCeeAl+EwapH+3o6Ft10Gvd9uM=,2022-11-06T10:16:12.261952507Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973023760948,0.1310930953653747,1177428744.207268,5239,175
12737992,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,9Zc0qJanaJQ2vDQiJE/YYq4YnFw=,2022-11-06T10:16:18.668355552Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973033231312,0.1310931032365701,1177445108.7741113,5906,175
12737993,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-06T10:16:25.349771660Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973042701677,0.1310931111077721,1177461474.4928772,8314,175
12737994,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,C0LkfxVOJNEBhLsS4yNHqsYca4A=,2022-11-06T10:16:31.834604818Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973052172043,0.1310931189789774,1177477844.3719568,16703,175
12737995,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-06T10:16:38.165010009Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973061642410,0.131093126850189,1177494228.740744,8396,175
12737996,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,sBVSUtc7fut00qjMgUOX5mlwqDk=,2022-11-06T10:16:44.417397607Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973071112778,0.1310931347214074,1177510598.7646525,10599,175
12737997,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,sRZ9BDfbnfDVM+4qzeSBBxOb3S4=,2022-11-06T10:16:50.975094842Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973080583147,0.1310931425926318,1177526972.5949156,6835,175
12737998,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,u3a8YyLHUzp8zTrxwInHs5cfsBI=,2022-11-06T10:16:57.328263283Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973090053517,0.1310931504638628,1177543339.926398,41739,175
12737999,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,HO0wcz0WJciatphndgbQ43s2dqk=,2022-11-06T10:17:03.667039331Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973099523887,0.1310931583351004,1177559767.5394723,2000,175
12738000,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,tMwD8qyiLEPeHtOFoQS6hrdGJ5I=,2022-11-06T10:17:09.958435952Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973108994258,0.1310931662063447,1177576126.5224545,6929,175
12738001,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,0tRY+SCey4yiqrHZngZhG4Eqh5c=,2022-11-06T10:17:16.234017985Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973118464630,0.1310931740775955,1177592494.0195704,11343,175
12738002,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,2fikG3gqpqZq3IH5U5I8fc57YAE=,2022-11-06T10:17:22.765269633Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973127935003,0.1310931819488528,1177608869.772227,5648,175
12738003,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,bXAfpZUyaI3xa6+VIRN+jBTLsxY=,2022-11-06T10:17:29.255738967Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973137405377,0.131093189820119,1177667877.154983,0,175
12738004,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,g/R9d0ew9jOmug30m33PYfkKobA=,2022-11-06T10:17:35.958466047Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973146875752,0.1310931976913918,1177684232.6907508,6123,175
12738005,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-06T10:17:42.734737440Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973156346128,0.1310932055626713,1177700598.8029563,18451,175
12738006,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,USBWWacX3/uW4FT4vREIcw4Xrqc=,2022-11-06T10:17:49.190975487Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973165816504,0.1310932134339462,1177716986.2076056,5075,175
12738007,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,lxOBjaVAsq1AzTqCGGXxyiiKG6o=,2022-11-06T10:17:55.630449305Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973175286881,0.1310932213052262,1177733350.51162,23282,175
12738008,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,lxOBjaVAsq1AzTqCGGXxyiiKG6o=,2022-11-06T10:18:07.087642041Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973184757259,0.1310932291765129,1177749746.2604306,5314,175
12738009,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,/fVplFT5OihhW6dnfFblYvn/aPo=,2022-11-06T10:18:13.545978327Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973194227638,0.1310932370478063,1177766110.9796937,7779,175
12738010,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,rkVqhaXG1G+jUMPsLcsA1mE1niA=,2022-11-06T10:18:19.964025688Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973203698018,0.1310932449191063,1177782479.9577904,24249,175
12738011,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-06T10:18:26.288853074Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973213168399,0.1310932527904129,1177798877.3816504,2100,175
12738012,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,Z5uJeFlzvpTU/fi2b4SpKZMukcU=,2022-11-06T10:18:32.515358403Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973222638781,0.1310932606617263,1177815236.5554492,5677,175
12738013,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,CZ4rCVgzMa/eNeX6lmc9LKfeoxY=,2022-11-06T10:18:38.829942610Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973232109163,0.1310932685330463,1177831601.9085288,7400,175
12738014,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,aPJweVkNysw6wcSJKhoAjzSPWW8=,2022-11-06T10:18:45.197420549Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973251049930,0.1310932842757062,1177864338.4813786,7350,175
12738015,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,MZIPm8Ojm2aHbMfW1eWJ4QOTvw4=,2022-11-06T10:18:51.827402070Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973260520315,0.1310932921470462,1177880748.8021877,9129,175
12738016,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,4xUzuCrGeqF4i3C9fphb744SUqE=,2022-11-06T10:18:58.173288491Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973260520315,0.1310932921470462,1177880748.8021877,7622,175
12738017,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,dc9xLAuLu+F5+zweZHeXEQxW3Ig=,2022-11-06T10:19:00.503587758Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973269990701,0.131093300018383,1177897117.5195043,8548,175
12738018,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-06T10:19:06.961785473Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973279461088,0.1310933078897266,1177913487.8377695,1876,175
12738019,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,7VCeeAl+EwapH+3o6Ft10Gvd9uM=,2022-11-06T10:19:13.350182572Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973288931475,0.1310933157610767,1177929846.6343548,23273,175
12738020,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,7VCeeAl+EwapH+3o6Ft10Gvd9uM=,2022-11-06T10:19:24.466554014Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973298401863,0.1310933236324325,1177946242.3840077,9494,175
12738021,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,g/R9d0ew9jOmug30m33PYfkKobA=,2022-11-06T10:19:30.856911797Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973307872252,0.1310933315037949,1177962614.3387656,19224,175
12738022,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,0tRY+SCey4yiqrHZngZhG4Eqh5c=,2022-11-06T10:19:37.533580041Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973317342642,0.1310933393751586,1177979003.099084,9489,175
12738023,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,9Zc0qJanaJQ2vDQiJE/YYq4YnFw=,2022-11-06T10:19:43.976567357Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973326813033,0.131093347246529,1177995375.0485806,0,175
12738024,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,ZxRgkwzNybBsXQVeTVUOuNryKR4=,2022-11-06T10:19:50.804696534Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973336283425,0.1310933551179061,1178011730.6117013,0,175
12738025,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,bXAfpZUyaI3xa6+VIRN+jBTLsxY=,2022-11-06T10:19:57.604972614Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973345753818,0.1310933629892898,1178028105.251495,0,175
12738026,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,ddqzFvTKE2f1MqtxqAt/plq2kDk=,2022-11-06T10:20:04.360318524Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973355224211,0.1310933708606802,1178044460.8180697,6160,175
12738027,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,ddqzFvTKE2f1MqtxqAt/plq2kDk=,2022-11-06T10:20:15.790768728Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973364694605,0.1310933787320772,1178060827.023093,0,175
12738028,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,sRZ9BDfbnfDVM+4qzeSBBxOb3S4=,2022-11-06T10:20:22.480039749Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973374165000,0.1310933866034809,1178077182.591395,20314,175
12738029,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,HO0wcz0WJciatphndgbQ43s2dqk=,2022-11-06T10:20:28.780328366Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973383635396,0.1310933944748897,1178093573.244126,0,175
12738030,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,rC1WBXzYR2Xm++MYl5CT6ORKoY8=,2022-11-06T10:20:35.246616128Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973393105793,0.1310934023463052,1178109928.815882,3120,175
12738031,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-06T10:20:41.520429083Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973412046590,0.1310934180891556,1178142694.2767632,6835,175
12738032,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,2mqqqVnJ74ij6zex8QfLJmfruqs=,2022-11-06T10:20:47.974427643Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973412046590,0.1310934180891556,1178142694.2767632,1870,175
12738033,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,AZucopRNPMNsfHMoPvPVjlbIpdQ=,2022-11-06T10:20:50.256821478Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973421516989,0.1310934259605905,1178159053.7244768,1386,175
12738034,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,3qELGQGaE7F9GrnK4XMhza47BIc=,2022-11-06T10:20:56.838323210Z,1.0,0.02,0.01,0.04,9.0,64.69,4204885.985898,314973430987389,0.1310934338320321,1178175411.694904,1845,175
