block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,n_validators,val_0_name,val_0_address,val_0_commission_pct,val_1_name,val_1_address,val_1_commission_pct,val_2_name,val_2_address,val_2_commission_pct,total_block_fees,proposer,timestamp,sign_ratio,val_0_stake,val_1_stake,val_2_stake,community_tax,min_proposer_bonus,max_proposer_bonus,percent_staked,val_2_com_amt,val_0_com_amt,val_1_com_amt,total_supply,inflation_rate,block_len,appended_block
12944241,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,3222,CZ4rCVgzMa/eNeX6lmc9LKfeoxY=,2022-11-22T07:52:29.356401653Z,1.0,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907042510.992738,780264145.0099571,176026676.3110557,316935354215923,0.1333968609145728,6.165,0
12944242,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,3222,CZ4rCVgzMa/eNeX6lmc9LKfeoxY=,2022-11-22T07:52:29.356401653Z,1.0,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907169372.633908,780510705.1336312,176029855.8091264,316935354215923,0.1333968609145728,6.165,1
12944243,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,3222,CZ4rCVgzMa/eNeX6lmc9LKfeoxY=,2022-11-22T07:52:29.356401653Z,1.0,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907169372.633908,780510705.1336312,176029855.8091264,316935354215923,0.1333968609145728,6.165,1
12944244,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,16266,Z5uJeFlzvpTU/fi2b4SpKZMukcU=,2022-11-22T07:52:48.528851467Z,1.0,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907169372.633908,781003825.3809795,176031445.55816177,316935422093773,0.1333969780708518,6.390666666666667,0
12944245,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,16266,Z5uJeFlzvpTU/fi2b4SpKZMukcU=,2022-11-22T07:52:48.528851467Z,1.0,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907205604.281892,781106565.6809053,176032353.6218901,316935422093773,0.1333969780708518,6.390666666666667,1
12944246,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,16266,Z5uJeFlzvpTU/fi2b4SpKZMukcU=,2022-11-22T07:52:48.528851467Z,1.0,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907205604.281892,781106565.6809053,176032353.6218901,316935422093773,0.1333969780708518,6.390666666666667,1
12944247,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-22T07:53:03.777031618Z,0.9771428571428572,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907205604.281892,781312046.280757,176032807.65375426,316935441487458,0.1333970115432836,5.083,0
12944248,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-22T07:53:03.777031618Z,0.9771428571428572,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907241876.82456,781382543.2609625,176033716.7424147,316935441487458,0.1333970115432836,5.083,1
12944249,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,0,1o7sDS6CSPHsZM21he22HspDK9g=,2022-11-22T07:53:03.777031618Z,0.9771428571428572,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907241876.82456,781382543.2609625,176033716.7424147,316935441487458,0.1333970115432836,5.083,1
12944250,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,23409,u+Ve2bLkFuKzfBO77pzW564xRxY=,2022-11-22T07:53:22.874493739Z,1.0,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907241876.82456,781523537.2213734,176034171.28674495,316935460881149,0.1333970450150771,6.365666666666667,0
12944251,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,4399,G7KWcA1vzyMYqtotCY5NQEebbH4=,2022-11-22T07:53:29.090878677Z,0.9942857142857144,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907259993.754664,781629169.9205676,176034852.37612447,316935470577997,0.1333970617509755,6.216,0
12944252,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,175,Coinbase,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,20.0,Twinstake,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,8.0,Figment,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,9.0,8285,0tRY+SCey4yiqrHZngZhG4Eqh5c=,2022-11-22T07:53:35.874859080Z,0.9942857142857144,11523651.791095,185753.946342,4392015.8348,0.02,0.01,0.04,62.1,4907259993.754664,781629169.9205676,176034852.37612447,316935470577997,0.1333970617509755,6.784,0
