block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,Validator_id,timestamp,sign_ratio,atom_staked_v,percent_staked,commission_amt,inflation_rate,total_supply,community_tax,min_proposer_bonus,max_proposer_bonus,v_commission,n_validators,total_block_fees
12736608,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:42:00.770851901Z,1.0,2807330.520166,64.7,287637259.88929254,0.1310822072626645,314959927063757,0.02,0.01,0.04,5.0,175,39371
12736609,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:42:07.253372173Z,1.0,2807330.520166,64.7,287643351.23197925,0.1310822151351719,314959936532941,0.02,0.01,0.04,5.0,175,12592
12736610,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:42:13.429653570Z,1.0,2807330.520166,64.7,287649425.42022026,0.1310822230076859,314959946002126,0.02,0.01,0.04,5.0,175,5500
12736611,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:42:19.750246091Z,1.0,2807330.520166,64.7,287655495.07007986,0.1310822308802066,314959955471312,0.02,0.01,0.04,5.0,175,2162
12736612,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:42:26.223348969Z,1.0,2807330.520166,64.7,287661562.5821985,0.131082238752734,314959964940499,0.02,0.01,0.04,5.0,175,0
12736613,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:42:32.722123069Z,1.0,2807330.520166,64.7,287667628.528966,0.1310822466252681,314959974409687,0.02,0.01,0.04,5.0,175,9227
12736614,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:42:39.253666199Z,1.0,2807330.520166,64.7,287673700.38717616,0.1310822544978071,314959983878875,0.02,0.01,0.04,5.0,175,13871
12736615,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:42:45.877507440Z,1.0,2807330.520166,64.7,287679775.2203257,0.1310822623703522,314959993348064,0.02,0.01,0.04,5.0,175,17546
12736616,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:42:52.266765405Z,1.0,2807330.520166,64.7,287685852.4082854,0.1310822702422484,314960002817254,0.02,0.01,0.04,5.0,175,9348
12736617,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:43:03.695732971Z,1.0,2807330.520166,64.7,287691924.3452296,0.131082278114143,314960012286445,0.02,0.01,0.04,5.0,175,4370
12736618,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:43:10.237909739Z,1.0,2807330.520166,64.7,287697993.0759276,0.1310822859860443,314960021755637,0.02,0.01,0.04,5.0,175,0
12736619,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:43:16.541335873Z,1.0,2807330.520166,64.7,287704059.00765085,0.1310822938579523,314960031224830,0.02,0.01,0.04,5.0,175,12588
12736620,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:43:23.518620190Z,1.0,2807330.520166,64.7,287710133.0038441,0.1310823017296495,314960040694024,0.02,0.01,0.04,5.0,175,8251
12736621,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:43:29.977057653Z,1.0,2807330.520166,64.7,287716204.2224106,0.1310823096013187,314960050163218,0.02,0.01,0.04,5.0,175,9763
12736622,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:43:36.256525236Z,1.0,2807330.520166,64.7,287722276.4035996,0.1310823174729818,314960059632413,0.02,0.01,0.04,5.0,175,3971
12736623,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:43:42.981611404Z,1.0,2807330.520166,64.7,287728344.87414473,0.1310823253446517,314960069101609,0.02,0.01,0.04,5.0,175,9471
12736624,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:43:49.508359307Z,1.0,2807330.520166,64.7,287734416.86824983,0.1310823332163282,314960078570806,0.02,0.01,0.04,5.0,175,11905
12736625,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:43:55.779890089Z,1.0,2807330.520166,64.7,287740490.4222057,0.1310823410880113,314960088040004,0.02,0.01,0.04,5.0,175,16764
12736626,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:44:02.436916099Z,1.0,2807330.520166,64.7,287746567.0894571,0.1310823489596304,314960097509203,0.02,0.01,0.04,5.0,175,6314
12736627,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:44:08.717190404Z,1.0,2807330.520166,64.7,287752637.0631231,0.1310823568312562,314960106978402,0.02,0.01,0.04,5.0,175,12668
12736628,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:44:14.947295619Z,1.0,2807330.520166,64.7,287758711.10519725,0.1310823647028886,314960116447602,0.02,0.01,0.04,5.0,175,2162
12736629,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:44:21.327927919Z,1.0,2807330.520166,64.7,287764778.4178149,0.1310823725745277,314960125916803,0.02,0.01,0.04,5.0,175,0
12736630,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:44:27.785768088Z,1.0,2807330.520166,64.7,287770844.3461056,0.1310823804461734,314960135386005,0.02,0.01,0.04,5.0,175,10059
12736631,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:44:34.066542654Z,1.0,2807330.520166,64.7,287776916.71878767,0.1310823883178258,314960144855208,0.02,0.01,0.04,5.0,175,10094
12736632,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:44:40.749703097Z,1.0,2807330.520166,64.7,287782989.1145312,0.1310823961894849,314960154324412,0.02,0.01,0.04,5.0,175,7687
12736633,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:44:46.911865415Z,1.0,2807330.520166,64.7,287789059.9690018,0.1310824040611441,314960163793617,0.02,0.01,0.04,5.0,175,8796
12736634,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:44:53.419121674Z,1.0,2807330.520166,64.7,287795131.5345336,0.1310824119328083,314960173262822,0.02,0.01,0.04,5.0,175,22905
12736635,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:45:00.656602792Z,1.0,2807330.520166,64.7,287801212.1380492,0.1310824198044766,314960182732028,0.02,0.01,0.04,5.0,175,1845
12736636,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:45:11.929357320Z,1.0,2807330.520166,64.7,287807279.84646773,0.1310824276761517,314960192201235,0.02,0.01,0.04,5.0,175,0
12736637,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:45:18.336380968Z,1.0,2807330.520166,64.7,287813346.373423,0.1310824355478334,314960201670443,0.02,0.01,0.04,5.0,175,7983
12736638,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:45:24.748663598Z,1.0,2807330.520166,64.7,287819418.0153948,0.1310824434195165,314960211139652,0.02,0.01,0.04,5.0,175,0
12736639,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:45:31.503057772Z,1.0,2807330.520166,64.7,287825483.9485125,0.1310824512912062,314960220608862,0.02,0.01,0.04,5.0,175,8472
12736640,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:45:37.911707424Z,1.0,2807330.520166,64.7,287831555.30924726,0.1310824591629026,314960230078073,0.02,0.01,0.04,5.0,175,3475
12736641,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:45:44.261342430Z,1.0,2807330.520166,64.7,287837623.4695668,0.1310824670346056,314960239547284,0.02,0.01,0.04,5.0,175,3272
12736642,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:45:50.943255896Z,1.0,2807330.520166,64.7,287843691.49984545,0.1310824749063153,314960249016496,0.02,0.01,0.04,5.0,175,27808
12736643,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:45:57.390892888Z,1.0,2807330.520166,64.7,287849775.2484166,0.1310824827780224,314960258485709,0.02,0.01,0.04,5.0,175,6330
12736644,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:46:04.270288991Z,1.0,2807330.520166,64.7,287855850.93614966,0.1310824906497362,314960267954923,0.02,0.01,0.04,5.0,175,829
12736645,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:46:10.580407913Z,1.0,2807330.520166,64.7,287861919.6802378,0.1310824985214567,314960277424138,0.02,0.01,0.04,5.0,175,2071
12736646,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:46:16.802015167Z,1.0,2807330.520166,64.7,287867987.5538647,0.1310825063931838,314960286893354,0.02,0.01,0.04,5.0,175,19742
12736647,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:46:23.177137320Z,1.0,2807330.520166,64.7,287880141.2558028,0.1310825221366401,314960305831788,0.02,0.01,0.04,5.0,175,8144
12736648,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:46:29.457388998Z,1.0,2807330.520166,64.7,287880141.2558028,0.1310825221366401,314960305831788,0.02,0.01,0.04,5.0,175,7449
12736650,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:46:42.331263935Z,1.0,2807330.520166,64.7,287892287.0616411,0.131082537880123,314960324770225,0.02,0.01,0.04,5.0,175,0
12736649,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:46:35.858318092Z,1.0,2807330.520166,64.7,287886212.5759716,0.1310825300083782,314960315301006,0.02,0.01,0.04,5.0,175,12389
12736651,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:46:48.867559819Z,1.0,2807330.520166,64.7,287898356.4687993,0.1310825457518744,314960334239445,0.02,0.01,0.04,5.0,175,13895
12736652,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:46:55.110742117Z,1.0,2807330.520166,64.7,287928096.4457473,0.1310825536236326,314960343708666,0.02,0.01,0.04,5.0,175,738
12736653,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:47:01.461731414Z,1.0,2807330.520166,64.7,287934163.46901,0.1310825614953973,314960353177888,0.02,0.01,0.04,5.0,175,3470
12736654,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:47:07.810409327Z,1.0,2807330.520166,64.7,287940232.2431963,0.1310825693671687,314960362647111,0.02,0.01,0.04,5.0,175,5446
12736656,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:47:25.687386390Z,1.0,2807330.520166,64.7,287952402.91519094,0.1310825851107066,314960381585558,0.02,0.01,0.04,5.0,175,0
12736657,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:47:28.080031020Z,1.0,2807330.520166,64.7,287958471.2485865,0.131082592982473,314960391054783,0.02,0.01,0.04,5.0,175,6250
12736658,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:47:34.414795753Z,1.0,2807330.520166,64.7,287964541.8050441,0.1310826008542449,314960400524009,0.02,0.01,0.04,5.0,175,4852
12736659,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:47:40.691803106Z,1.0,2807330.520166,64.7,287970610.8710739,0.1310826087260235,314960409993236,0.02,0.01,0.04,5.0,175,6212
12736660,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:47:47.126357042Z,1.0,2807330.520166,64.7,287976680.8089264,0.1310826165978039,314960419462464,0.02,0.01,0.04,5.0,175,6829
12736661,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:47:53.751875936Z,1.0,2807330.520166,64.7,287982751.14266783,0.1310826244695909,314960428931692,0.02,0.01,0.04,5.0,175,2500
12736662,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:48:00.335742414Z,1.0,2807330.520166,64.7,287988818.703116,0.1310826323413845,314960438400921,0.02,0.01,0.04,5.0,175,9279
12736663,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:48:06.789431193Z,1.0,2807330.520166,64.7,287994890.6068117,0.1310826402131849,314960447870151,0.02,0.01,0.04,5.0,175,7338
12736664,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:48:13.053500328Z,1.0,2807330.520166,64.7,288000961.2677493,0.1310826480849918,314960457339382,0.02,0.01,0.04,5.0,175,6263
12736665,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:48:19.491641295Z,1.0,2807330.520166,64.7,288007031.2406857,0.1310826559568055,314960466808614,0.02,0.01,0.04,5.0,175,12052
12736666,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:48:25.845326651Z,1.0,2807330.520166,64.7,288013104.9226787,0.1310826638286258,314960476277847,0.02,0.01,0.04,5.0,175,3886
12736667,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:48:32.058187202Z,1.0,2807330.520166,64.7,288019173.3741973,0.1310826717004528,314960485747081,0.02,0.01,0.04,5.0,175,0
12736668,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:48:38.384528410Z,1.0,2807330.520166,64.7,288025239.3369965,0.1310826795722864,314960495216315,0.02,0.01,0.04,5.0,175,16621
12736669,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:48:44.949773130Z,1.0,2807330.520166,64.7,288031315.94715834,0.1310826874441214,314960504685550,0.02,0.01,0.04,5.0,175,15874
12736670,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:48:56.239337736Z,1.0,2807330.520166,64.7,288037392.0794348,0.1310826953159681,314960514154786,0.02,0.01,0.04,5.0,175,9390
12736671,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:49:02.660628406Z,1.0,2807330.520166,64.7,288043464.058572,0.1310827031878191,314960523624023,0.02,0.01,0.04,5.0,175,20438
12736672,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:49:09.292555923Z,1.0,2807330.520166,64.7,288049543.1158143,0.1310827110596767,314960533093261,0.02,0.01,0.04,5.0,175,8208
12736673,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:49:15.559235526Z,1.0,2807330.520166,64.7,288055614.3391365,0.1310827189315408,314960542562500,0.02,0.01,0.04,5.0,175,4137
12736674,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:49:22.443275302Z,1.0,2807330.520166,64.7,288061683.5506108,0.1310827268034116,314960552031740,0.02,0.01,0.04,5.0,175,14895
12736675,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:49:33.637898014Z,1.0,2807342.952035,64.7,288067759.0588861,0.1310827346752884,314960561500980,0.02,0.01,0.04,5.0,175,6250
12736676,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:49:40.070487896Z,1.0,2807342.952035,64.7,288079896.6181756,0.1310827504190613,314960580439463,0.02,0.01,0.04,5.0,175,1602
12736677,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:49:46.498188510Z,1.0,2807342.952035,64.7,288079896.6181756,0.1310827504190613,314960580439463,0.02,0.01,0.04,5.0,175,3000
12736678,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:49:52.747534418Z,1.0,2807342.952035,64.7,288085964.50780123,0.1310827582909578,314960589908706,0.02,0.01,0.04,5.0,175,14424
12736679,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:49:59.426362090Z,1.0,2807342.952035,64.7,288092039.7162474,0.1310827661628605,314960599377950,0.02,0.01,0.04,5.0,175,19489
12736680,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:50:05.813787770Z,1.0,2807342.952035,64.7,288098118.1699579,0.1310827740347697,314960608847195,0.02,0.01,0.04,5.0,175,1941
12736681,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:50:12.047120825Z,1.0,2807342.952035,64.7,288104185.9783573,0.1310827819066857,314960618316441,0.02,0.01,0.04,5.0,175,8069
12736682,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:50:18.392296242Z,1.0,2807342.952035,64.7,288110257.1177315,0.1310827897786079,314960627785687,0.02,0.01,0.04,5.0,175,4832
12736683,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:50:24.779414566Z,1.0,2807342.952035,64.7,288116326.1834932,0.1310827976505367,314960637254934,0.02,0.01,0.04,5.0,175,2071
12736684,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:50:31.435000764Z,1.0,2807342.952035,64.7,288122393.48120725,0.1310828055224722,314960646724182,0.02,0.01,0.04,5.0,175,7375
12736685,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:50:37.820767010Z,1.0,2807342.952035,64.7,288128464.1772883,0.1310828133944144,314960656193431,0.02,0.01,0.04,5.0,175,13032
12736686,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:50:44.615789274Z,1.0,2807342.952035,64.7,288134538.4978671,0.1310828212663632,314960665662681,0.02,0.01,0.04,5.0,175,11177
12736687,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:50:50.963906370Z,1.0,2807342.952035,64.7,288140611.630779,0.1310828291383075,314960675131932,0.02,0.01,0.04,5.0,175,11488
12736688,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:50:57.205554786Z,1.0,2807342.952035,64.7,288146684.96355724,0.1310828370102556,314960684601184,0.02,0.01,0.04,5.0,175,2616
12736689,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:51:03.550496450Z,1.0,2807342.952035,64.7,288152752.6133019,0.1310828448822104,314960694070436,0.02,0.01,0.04,5.0,175,16016
12736690,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:51:09.928079407Z,1.0,2807342.952035,64.7,288158828.84695613,0.13108285275415,314960703539689,0.02,0.01,0.04,5.0,175,2073
12736691,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:51:16.311635008Z,1.0,2807342.952035,64.7,288164896.149408,0.1310828606260964,314960713008943,0.02,0.01,0.04,5.0,175,9366
12736692,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:51:22.903684740Z,1.0,2807342.952035,64.7,288170968.12377787,0.1310828684980494,314960722478198,0.02,0.01,0.04,5.0,175,3029
12736693,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:51:29.303430726Z,1.0,2807342.952035,64.7,288177036.039326,0.131082876370009,314960731947454,0.02,0.01,0.04,5.0,175,0
12736694,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:51:35.775712677Z,1.0,2807342.952035,64.7,288183102.0151468,0.1310828842419754,314960741416711,0.02,0.01,0.04,5.0,175,9389
12736695,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2022-11-06T07:51:47.152467516Z,1.0,2807342.952035,64.7,288189174.0061722,0.1310828921139425,314960750885969,0.02,0.01,0.04,5.0,175,739
