block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,Validator_id,timestamp,sign_ratio,percent_staked,atom_staked_v,v_commission,self_bonded_rew_amt,commission_amt,community_tax,min_proposer_bonus,max_proposer_bonus,inflation_rate,total_supply,n_validators,total_block_fees,block_len
12706335,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:14:51.498609079Z,1.0,64.24,185752.0,8.0,718.119377243684,11289575.797576848,0.02,0.01,0.04,0.1308247170762509,314673668990937.0,175.0,24924.0,6.368
12706336,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:14:57.736366870Z,1.0,64.24,185752.0,8.0,718.159442924101,11290222.952382822,0.02,0.01,0.04,0.1308247264972276,314673678432931.0,175.0,4084.0,6.238
12706337,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:15:04.181690415Z,1.0,64.24,185752.0,8.0,718.199420405408,11290868.682566112,0.02,0.01,0.04,0.1308247359182109,314673687874926.0,175.0,5379.0,6.445
12706338,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:15:10.525761139Z,1.0,64.24,185752.0,8.0,718.199420405408,11290868.682566112,0.02,0.01,0.04,0.1308247453392001,314673697316922.0,175.0,0.0,6.344
12706339,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:15:17.247095368Z,1.0,64.24,185752.0,8.0,718.199420405408,11290868.682566112,0.02,0.01,0.04,0.1308247547601956,314673706758919.0,175.0,0.0,6.722
12706341,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:15:30.098043854Z,1.0,64.24,185752.0,8.0,718.199420405408,11290868.682566112,0.02,0.01,0.04,0.1308247736021825,314673725642916.0,175.0,0.0,6.4255
12706342,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:15:36.293880433Z,1.0,64.24,185752.0,8.0,718.199420405408,11290868.682566112,0.02,0.01,0.04,0.1308247830231853,314673735084916.0,175.0,0.0,11.198
12706343,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:15:47.491527445Z,1.0,64.24,185752.0,8.0,718.199420405408,11290868.682566112,0.02,0.01,0.04,0.1308247924442491,314673744526917.0,175.0,0.0,8.6965
12706344,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:15:53.775752820Z,1.0,64.24,185752.0,8.0,718.279431409656,11292161.048136633,0.02,0.01,0.04,0.1308248018653146,314673753968919.0,175.0,0.0,8.741
12706345,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:16:00.275801807Z,1.0,64.24,185752.0,8.0,718.43944196207,11294745.594235076,0.02,0.01,0.04,0.1308248112863867,314673763410922.0,175.0,0.0,6.5
12706346,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:16:06.994860999Z,1.0,64.24,185752.0,8.0,718.559469509282,11296684.320926355,0.02,0.01,0.04,0.1308248207074654,314673772852926.0,175.0,8621.0,6.719
12706347,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:16:13.565326326Z,1.0,64.24,185752.0,8.0,718.599466240435,11297330.362039844,0.02,0.01,0.04,0.130824830128549,314673782294931.0,175.0,16128.0,6.571
12706348,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:16:20.122748314Z,1.0,64.24,185752.0,8.0,718.639494746784,11297976.916397344,0.02,0.01,0.04,0.1308248395495628,314673791736937.0,175.0,8544.0,6.557
12706349,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:16:26.431441689Z,1.0,64.24,185752.0,8.0,718.679491160326,11298622.952380668,0.02,0.01,0.04,0.1308248489705829,314673801178944.0,175.0,4669.0,6.309
12706350,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:16:33.165576668Z,1.0,64.24,185752.0,8.0,718.719471164565,11299268.723315232,0.02,0.01,0.04,0.1308248583916095,314673810620952.0,175.0,8323.0,6.734
12706351,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:16:39.712495794Z,1.0,64.24,185752.0,8.0,718.759466637213,11299914.744100915,0.02,0.01,0.04,0.1308248678126414,314673820062961.0,175.0,12954.0,6.547
12706352,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:16:45.900149564Z,1.0,64.24,185752.0,8.0,718.799481713305,11300561.08152824,0.02,0.01,0.04,0.1308248772336668,314673829504971.0,175.0,2500.0,6.188
12706353,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:16:52.203105556Z,1.0,64.24,185752.0,8.0,718.839452550254,11301206.70438954,0.02,0.01,0.04,0.1308248866546988,314673838946982.0,175.0,26481.0,6.303
12706354,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:16:58.683781791Z,1.0,64.24,185752.0,8.0,718.879524880891,11301853.96661218,0.02,0.01,0.04,0.1308248960757562,314673848388993.0,175.0,0.0,6.48
12706355,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:17:04.922797819Z,1.0,64.24,185752.0,8.0,718.919485139258,11302499.418604542,0.02,0.01,0.04,0.1308249054968202,314673857831005.0,175.0,3909.0,6.239
12706356,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:17:11.623781036Z,1.0,64.24,185752.0,8.0,718.959461948797,11303145.137937196,0.02,0.01,0.04,0.1308249149178908,314673867273018.0,175.0,6250.0,6.701
12706357,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:17:18.038605629Z,1.0,64.24,185752.0,8.0,718.999448670094,11303791.01736802,0.02,0.01,0.04,0.1308249243389658,314673876715032.0,175.0,23442.0,6.415
12706358,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:17:24.476946438Z,1.0,64.24,185752.0,8.0,719.039508155211,11304438.07210536,0.02,0.01,0.04,0.1308249337600381,314673886157047.0,175.0,26197.0,6.438
12706359,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:17:31.156934948Z,1.0,64.24,185752.0,8.0,719.079579303811,11305085.31523534,0.02,0.01,0.04,0.1308249431811397,314673895599063.0,175.0,2500.0,6.68
12706360,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:17:37.507475470Z,1.0,64.24,185752.0,8.0,719.1195501651649,11305730.938490828,0.02,0.01,0.04,0.1308249526022478,314673905041080.0,175.0,11977.0,6.351
12706361,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:17:43.815065291Z,1.0,64.24,185752.0,8.0,719.159561143246,11306377.209725656,0.02,0.01,0.04,0.1308249620233612,314673914483098.0,175.0,18795.0,6.308
12706362,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:17:55.975495486Z,1.0,64.24,185752.0,8.0,719.1996009805431,11307023.947104588,0.02,0.01,0.04,0.130824971444481,314673923925117.0,175.0,14272.0,12.16
12706363,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:18:02.281248752Z,1.0,64.24,185752.0,8.0,719.239621679737,11307670.375358216,0.02,0.01,0.04,0.130824980865583,314673933367137.0,175.0,20396.0,6.306
12706364,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:18:09.100955043Z,1.0,64.24,185752.0,8.0,719.279668300819,11308317.222311182,0.02,0.01,0.04,0.1308249902866915,314673942809158.0,175.0,4517.0,6.819
12706365,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:18:15.370100164Z,1.0,64.24,185752.0,8.0,719.319647718843,11308962.983776988,0.02,0.01,0.04,0.1308249997077501,314673952251180.0,175.0,0.0,6.27
12706366,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:18:21.639015197Z,1.0,64.24,185752.0,8.0,719.3596080243569,11309608.436530884,0.02,0.01,0.04,0.1308250091288152,314673961693203.0,175.0,25995.0,6.269
12706367,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:18:28.101562698Z,1.0,64.24,185752.0,8.0,719.399678339229,11310255.666194208,0.02,0.01,0.04,0.1308250185498858,314673971135227.0,175.0,4162.0,6.462
12706368,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:18:34.924981371Z,1.0,64.24,185752.0,8.0,719.479756755151,11311549.12062154,0.02,0.01,0.04,0.1308250373920391,314673990019278.0,175.0,11640.0,6.823
12706369,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:18:41.366269752Z,1.0,64.24,185752.0,8.0,719.479756755151,11311549.12062154,0.02,0.01,0.04,0.1308250373920391,314673990019278.0,175.0,7524.0,6.442
12706370,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:18:43.794630622Z,1.0,64.24,185752.0,8.0,719.519748910007,11312195.087817084,0.02,0.01,0.04,0.1308250468131224,314673999461305.0,175.0,45771.0,2.428
12706371,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:18:50.011333115Z,1.0,64.24,185752.0,8.0,719.559902935923,11312843.669610295,0.02,0.01,0.04,0.1308250562342109,314674008903333.0,175.0,0.0,6.217
12706372,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:18:56.398241044Z,1.0,64.24,185752.0,8.0,719.599876654235,11313489.33901238,0.02,0.01,0.04,0.1308250656553035,314674018345362.0,175.0,4098.0,6.387
12706373,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:19:02.962376820Z,1.0,64.24,185752.0,8.0,719.639854320969,11314135.072190749,0.02,0.01,0.04,0.1308250750764028,314674027787392.0,175.0,8199.0,6.564
12706374,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:19:09.861061731Z,1.0,64.24,185752.0,8.0,719.679849347692,11314781.08577368,0.02,0.01,0.04,0.1308250844975087,314674037229423.0,175.0,11626.0,6.899
12706375,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:19:16.490289631Z,1.0,64.24,185752.0,8.0,719.7198588823111,11315427.333693216,0.02,0.01,0.04,0.1308250939186207,314674046671455.0,175.0,11338.0,6.629
12706376,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:19:23.038483036Z,1.0,64.24,185752.0,8.0,719.759867202297,11316073.561993556,0.02,0.01,0.04,0.1308251033397382,314674056113488.0,175.0,15025.0,6.548
12706377,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:19:29.385891075Z,1.0,64.24,185752.0,8.0,719.7998911303471,11316720.042400789,0.02,0.01,0.04,0.1308251127608528,314674065555522.0,175.0,1881.0,6.347
12706378,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:19:36.014948918Z,1.0,64.24,185752.0,8.0,719.8398594345209,11317365.624351822,0.02,0.01,0.04,0.1308251221819567,314674074997557.0,175.0,12802.0,6.629
12706379,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:19:42.344518204Z,1.0,64.24,185752.0,8.0,719.880400999828,11318020.465816071,0.02,0.01,0.04,0.1308251316029037,314674084439593.0,175.0,7029.0,6.33
12706380,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:19:50.464942646Z,1.0,64.24,185752.0,8.0,719.9203910949569,11318666.3997422,0.02,0.01,0.04,0.1308251410238496,314674093881630.0,175.0,20847.0,8.12
12706381,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:20:02.039627190Z,1.0,64.24,185752.0,8.0,719.960439644796,11319313.277849128,0.02,0.01,0.04,0.1308251504447913,314674103323667.0,175.0,0.0,11.575
12706382,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:20:08.728131312Z,1.0,64.24,185752.0,8.0,720.000399965167,11319958.730843011,0.02,0.01,0.04,0.1308251598657396,314674112765705.0,175.0,1214.0,6.689
12706383,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:20:15.682181873Z,1.0,64.24,185752.0,8.0,720.0403654256511,11320604.266861768,0.02,0.01,0.04,0.1308251692866945,314674122207744.0,175.0,7523.0,6.954
12706384,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:20:22.350949994Z,1.0,64.24,185752.0,8.0,720.080357591135,11321250.234228993,0.02,0.01,0.04,0.130825178707656,314674131649784.0,175.0,3000.0,6.668
12706385,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:20:28.712148848Z,1.0,64.24,185752.0,8.0,720.1203306187409,11321895.89247454,0.02,0.01,0.04,0.1308251881286241,314674141091825.0,175.0,11370.0,6.362
12706386,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:20:35.582340840Z,1.0,64.24,185752.0,8.0,720.1603390738529,11322542.122957494,0.02,0.01,0.04,0.1308251975495938,314674150533867.0,175.0,11476.0,6.87
12706387,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:20:41.870115807Z,1.0,64.24,185752.0,8.0,720.200347981807,11323188.360754916,0.02,0.01,0.04,0.1308252069705685,314674159975910.0,175.0,9184.0,6.288
12706388,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:20:48.146510563Z,1.0,64.24,185752.0,8.0,720.240347193065,11323834.441927928,0.02,0.01,0.04,0.1308252163914694,314674169417954.0,175.0,8000.0,6.276
12706389,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:20:54.441110826Z,1.0,64.24,185752.0,8.0,720.280341397467,11324480.442228455,0.02,0.01,0.04,0.130825225812377,314674178859999.0,175.0,13635.0,6.295
12706390,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:21:01.010275293Z,1.0,64.24,185752.0,8.0,720.320359439738,11325126.827566536,0.02,0.01,0.04,0.1308252352332901,314674188302045.0,175.0,4846.0,6.569
12706391,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:21:07.303899954Z,1.0,64.24,185752.0,8.0,720.360340289702,11325772.612161532,0.02,0.01,0.04,0.1308252446542098,314674197744092.0,175.0,8187.0,6.293
12706392,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:21:13.992784759Z,1.0,64.24,185752.0,8.0,720.400335283379,11326418.625210706,0.02,0.01,0.04,0.1308252540751361,314674207186140.0,175.0,2673.0,6.689
12706393,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:21:20.262422775Z,1.0,64.24,185752.0,8.0,720.4403069451049,11327064.261394083,0.02,0.01,0.04,0.1308252634960689,314674216628189.0,175.0,5500.0,6.27
12706394,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:21:26.871835485Z,1.0,64.24,185752.0,8.0,720.480290575406,11327710.090898065,0.02,0.01,0.04,0.1308252729170201,314674226070239.0,175.0,10571.0,6.609
12706395,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:21:38.044649368Z,1.0,64.24,185752.0,8.0,720.520295671272,11328356.267121308,0.02,0.01,0.04,0.1308252823379779,314674235512290.0,175.0,5000.0,11.173
12706396,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:21:44.386495388Z,1.0,64.24,185752.0,8.0,720.5602771961289,11329002.062617404,0.02,0.01,0.04,0.1308252917589423,314674244954342.0,175.0,0.0,6.342
12706397,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:21:50.869425439Z,1.0,64.24,185752.0,8.0,720.600237564368,11329647.51638446,0.02,0.01,0.04,0.1308253011799133,314674254396395.0,175.0,0.0,6.483
12706398,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:21:57.082769498Z,1.0,64.24,185752.0,8.0,720.6401979368391,11330292.970219877,0.02,0.01,0.04,0.1308253106008909,314674263838449.0,175.0,23076.0,6.213
12706399,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:22:03.560262396Z,1.0,64.24,185752.0,8.0,720.6802559750951,11330940.001587017,0.02,0.01,0.04,0.1308253200218751,314674273280504.0,175.0,5440.0,6.478
12706400,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:22:10.105291230Z,1.0,64.24,185752.0,8.0,720.7202393790351,11331585.827434724,0.02,0.01,0.04,0.1308253294428659,314674282722560.0,175.0,3200.0,6.545
12706401,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:22:16.658725836Z,1.0,64.24,185752.0,8.0,720.7602133071459,11332231.500225555,0.02,0.01,0.04,0.1308253388638633,314674292164617.0,175.0,11947.0,6.553
12706402,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:22:27.842713185Z,1.0,64.24,185752.0,8.0,720.80022425828,11332877.77102512,0.02,0.01,0.04,0.1308253482847705,314674301606675.0,175.0,19838.0,11.184
12706403,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:22:34.090163331Z,1.0,64.24,185752.0,8.0,720.8402686096979,11333524.5813177,0.02,0.01,0.04,0.1308253577056625,314674311048734.0,175.0,11900.0,6.248
12706404,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:22:40.708278284Z,1.0,64.24,185752.0,8.0,720.8802793527699,11334170.84875658,0.02,0.01,0.04,0.130825367126558,314674320490794.0,175.0,5615.0,6.618
12706405,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:22:47.165698829Z,1.0,64.24,185752.0,8.0,720.920263496943,11334816.686560782,0.02,0.01,0.04,0.1308253765474601,314674329932855.0,175.0,11478.0,6.457
12706406,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:22:54.022944030Z,1.0,64.24,185752.0,8.0,720.96027245815,11335462.925218368,0.02,0.01,0.04,0.1308253859683681,314674339374917.0,175.0,6447.0,6.857
12706407,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:23:00.290532684Z,1.0,64.24,185752.0,8.0,721.000260131555,11336108.820027957,0.02,0.01,0.04,0.1308253953892826,314674348816980.0,175.0,2166.0,6.268
12706408,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:23:06.668576603Z,1.0,64.24,185752.0,8.0,721.040229691085,11336754.422255935,0.02,0.01,0.04,0.1308254048102038,314674358259044.0,175.0,4345.0,6.378
12706409,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:23:12.980146123Z,1.0,64.24,185752.0,8.0,721.08020847674,11337400.1735075,0.02,0.01,0.04,0.1308254142311315,314674367701108.0,175.0,5865.0,6.312
12706410,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:23:19.214324766Z,1.0,64.24,185752.0,8.0,721.1201936952899,11338046.028665418,0.02,0.01,0.04,0.1308254236520658,314674377143173.0,175.0,3250.0,6.234
12706411,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:23:25.844733932Z,1.0,64.24,185752.0,8.0,721.1601678509529,11338691.705131752,0.02,0.01,0.04,0.1308254330730067,314674386585239.0,175.0,5321.0,6.63
12706412,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:23:32.168177432Z,1.0,64.24,185752.0,8.0,721.200150775668,11339337.523238853,0.02,0.01,0.04,0.1308254424939543,314674396027306.0,175.0,2851.0,6.324
12706413,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000.0,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-03T23:23:38.712772703Z,1.0,64.24,185752.0,8.0,721.240123251161,11339983.172566488,0.02,0.01,0.04,0.1308254519149084,314674405469374.0,175.0,2165.0,6.544
