block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,Validator_id,timestamp,sign_ratio,atom_staked_v,percent_staked,commission_amt,total_supply,v_commission,inflation_rate,community_tax,min_proposer_bonus,max_proposer_bonus,total_block_fees,n_validators
12713607,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:49:25.629521116Z,1.0,185752,64.26,16252884.771739371,314742356604622,8.0,0.1308929577372207,0.02,0.01,0.04,8674,175
12713608,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:49:31.838307221Z,1.0,185752,64.26,16253530.946460089,314742366053603,8.0,0.13089296708623,0.02,0.01,0.04,10850,175
12713609,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:49:38.302702626Z,1.0,185752,64.26,16254177.269916648,314742375502585,8.0,0.130892976435246,0.02,0.01,0.04,45706,175
12713610,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:49:44.601488398Z,1.0,185752,64.26,16254827.68361662,314742384951568,8.0,0.130892985784267,0.02,0.01,0.04,0,175
12713611,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:49:46.950049366Z,1.0,185752,64.26,16255473.73973464,314742394400552,8.0,0.1308929951332946,0.02,0.01,0.04,4622,175
12713612,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:49:54.533938201Z,1.0,185752,64.26,16256119.637874516,314742403849537,8.0,0.1308930044823288,0.02,0.01,0.04,18487,175
12713613,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:50:00.979282929Z,1.0,185752,64.26,16256766.483380256,314742413298523,8.0,0.1308930138313696,0.02,0.01,0.04,6865,175
12713614,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:50:07.388891483Z,1.0,185752,64.26,16257412.53490513,314742422747510,8.0,0.1308930231804105,0.02,0.01,0.04,0,175
12713615,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:50:13.697456125Z,1.0,185752,64.26,16258058.693492047,314742432196498,8.0,0.1308930325294579,0.02,0.01,0.04,0,175
12713616,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:50:19.923953954Z,1.0,185752,64.26,16258705.32840731,314742441645487,8.0,0.1308930418785119,0.02,0.01,0.04,0,175
12713617,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:50:26.441587245Z,1.0,185752,64.26,16259351.989421936,314742451094477,8.0,0.1308930512275717,0.02,0.01,0.04,0,175
12713618,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:50:32.600945114Z,1.0,185752,64.26,16259997.743381256,314742460543468,8.0,0.130893060576638,0.02,0.01,0.04,7771,175
12713619,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:50:39.408727584Z,1.0,185752,64.26,16260643.857125968,314742469992460,8.0,0.130893069925711,0.02,0.01,0.04,0,175
12713620,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:50:50.839366031Z,1.0,185752,64.26,16261289.998194585,314742479441453,8.0,0.1308930792747885,0.02,0.01,0.04,0,175
12713621,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:50:57.441373041Z,1.0,185752,64.26,16261935.963200264,314742488890447,8.0,0.1308930886238716,0.02,0.01,0.04,19447,175
12713622,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:51:03.910164878Z,1.0,185752,64.26,16262582.874882149,314742498339442,8.0,0.1308930979729613,0.02,0.01,0.04,5894,175
12713623,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:51:10.318469832Z,1.0,185752,64.26,16263228.860648416,314742507788438,8.0,0.1308931073220575,0.02,0.01,0.04,1846,175
12713624,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:51:17.039741895Z,1.0,185752,64.26,16263874.56991177,314742517237435,8.0,0.130893116671149,0.02,0.01,0.04,0,175
12713625,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:51:23.765685507Z,1.0,185752,64.26,16264521.048559692,314742526686433,8.0,0.1308931260202439,0.02,0.01,0.04,0,175
12713626,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:51:29.951695239Z,1.0,185752,64.26,16265168.169886274,314742536135432,8.0,0.1308931353693453,0.02,0.01,0.04,8077,175
12713627,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:51:36.335298982Z,1.0,185752,64.26,16265814.305030083,314742545584432,8.0,0.1308931447184531,0.02,0.01,0.04,4376,175
12713628,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:51:42.714101022Z,1.0,185752,64.26,16266460.187379047,314742555033433,8.0,0.1308931540675674,0.02,0.01,0.04,10769,175
12713629,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:51:49.338995895Z,1.0,185752,64.26,16267106.506581636,314742564482434,8.0,0.1308931634166884,0.02,0.01,0.04,37792,175
12713630,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:51:55.906442097Z,1.0,185752,64.26,16267754.672074758,314742573931436,8.0,0.1308931727658156,0.02,0.01,0.04,26562,175
12713631,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:52:02.368588315Z,1.0,185752,64.26,16268402.0703697,314742583380439,8.0,0.1308931821149097,0.02,0.01,0.04,5289,175
12713632,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:52:09.490254544Z,1.0,185752,64.26,16269048.015296085,314742592829443,8.0,0.1308931914640098,0.02,0.01,0.04,0,175
12713633,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:52:15.838747296Z,1.0,185752,64.26,16269693.740309488,314742602278448,8.0,0.1308932008131164,0.02,0.01,0.04,14757,175
12713634,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:52:22.104316254Z,1.0,185752,64.26,16270340.332132544,314742611727454,8.0,0.1308932101621908,0.02,0.01,0.04,7200,175
12713635,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:52:28.515761220Z,1.0,185752,64.26,16270986.40770764,314742621176461,8.0,0.1308932195112728,0.02,0.01,0.04,0,175
12713636,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:52:35.004499805Z,1.0,185752,64.26,16271633.6251851,314742630625469,8.0,0.1308932288603377,0.02,0.01,0.04,3500,175
12713637,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:52:41.515741624Z,1.0,185752,64.26,16272279.4479903,314742640074478,8.0,0.1308932382094092,0.02,0.01,0.04,26364,175
12713638,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:52:47.819206238Z,1.0,185752,64.26,16272926.832928311,314742649523488,8.0,0.1308932475584874,0.02,0.01,0.04,35284,175
12713639,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:53:00.005240133Z,1.0,185752,64.26,16273574.846349891,314742658972499,8.0,0.1308932569075528,0.02,0.01,0.04,1000,175
12713640,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:53:06.382432024Z,1.0,185752,64.26,16274220.498482576,314742668421511,8.0,0.1308932662566245,0.02,0.01,0.04,0,175
12713641,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:53:12.687584690Z,1.0,185752,64.26,16274866.358396042,314742677870524,8.0,0.1308932756057028,0.02,0.01,0.04,0,175
12713642,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:53:19.004322790Z,1.0,185752,64.26,16275512.202455403,314742687319538,8.0,0.1308932849547863,0.02,0.01,0.04,9551,175
12713643,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:53:25.431731343Z,1.0,185752,64.26,16276158.438961452,314742696768553,8.0,0.1308932943038763,0.02,0.01,0.04,21332,175
12713644,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:53:31.782416787Z,1.0,185752,64.26,16276805.480444605,314742706217569,8.0,0.1308933036529684,0.02,0.01,0.04,0,175
12713645,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:53:38.356122040Z,1.0,185752,64.26,16277451.55276755,314742715666586,8.0,0.1308933130020662,0.02,0.01,0.04,26157,175
12713646,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:53:45.045892074Z,1.0,185752,64.26,16278098.924032493,314742725115604,8.0,0.1308933223511696,0.02,0.01,0.04,7764,175
12713647,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:53:51.551021931Z,1.0,185752,64.26,16278745.03869966,314742734564623,8.0,0.1308933317002791,0.02,0.01,0.04,13089,175
12713648,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:53:57.922445038Z,1.0,185752,64.26,16279391.51725134,314742744013643,8.0,0.1308933410493953,0.02,0.01,0.04,18359,175
12713649,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:54:04.390336522Z,1.0,185752,64.26,16280038.355932964,314742753462664,8.0,0.1308933503985171,0.02,0.01,0.04,9779,175
12713650,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:54:10.874003481Z,1.0,185752,64.26,16280684.608472528,314742762911686,8.0,0.1308933597476454,0.02,0.01,0.04,0,175
12713651,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:54:17.403072473Z,1.0,185752,64.26,16281330.192950884,314742772360709,8.0,0.1308933690967803,0.02,0.01,0.04,14573,175
12713652,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:54:23.818691741Z,1.0,185752,64.26,16281976.798703434,314742781809733,8.0,0.1308933784458439,0.02,0.01,0.04,867,175
12713653,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:54:30.177896545Z,1.0,185752,64.26,16282622.442554384,314742791258757,8.0,0.1308933877949141,0.02,0.01,0.04,17651,175
12713654,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:54:36.411355363Z,1.0,185752,64.26,16283269.232906466,314742800707782,8.0,0.1308933971439907,0.02,0.01,0.04,8203,175
12713655,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:54:42.723666702Z,1.0,185752,64.26,16283915.377812453,314742810156808,8.0,0.1308934064930739,0.02,0.01,0.04,18127,175
12713656,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:54:49.536108965Z,1.0,185752,64.26,16284562.200822864,314742819605835,8.0,0.1308934158421638,0.02,0.01,0.04,16266,175
12713657,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:54:55.858966720Z,1.0,185752,64.26,16285208.89675275,314742829054863,8.0,0.1308934251912602,0.02,0.01,0.04,15812,175
12713658,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:55:02.194563529Z,1.0,185752,64.26,16285855.56173238,314742838503892,8.0,0.1308934345403534,0.02,0.01,0.04,39196,175
12713659,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:55:13.574044161Z,1.0,185752,64.26,16286503.82444219,314742847952922,8.0,0.1308934438894433,0.02,0.01,0.04,2159,175
12713660,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:55:19.936819199Z,1.0,185752,64.26,16287149.556717666,314742857401953,8.0,0.1308934532385398,0.02,0.01,0.04,5898,175
12713661,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:55:26.161427892Z,1.0,185752,64.26,16287795.544495096,314742866850985,8.0,0.1308934625876429,0.02,0.01,0.04,6504,175
12713662,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:55:32.522788055Z,1.0,185752,64.26,16288441.573744496,314742876300018,8.0,0.1308934719367526,0.02,0.01,0.04,13411,175
12713663,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:55:39.308804764Z,1.0,185752,64.26,16289088.074968208,314742885749052,8.0,0.1308934812858687,0.02,0.01,0.04,26527,175
12713664,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:55:45.936606089Z,1.0,185752,64.26,16289735.472382857,314742895198087,8.0,0.1308934906350074,0.02,0.01,0.04,6827,175
12713665,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:55:52.157160255Z,1.0,185752,64.26,16290383.011218412,314742904647123,8.0,0.1308934999832184,0.02,0.01,0.04,19297,175
12713666,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:55:54.511049131Z,1.0,185752,64.26,16291029.914843412,314742914096160,8.0,0.1308935093314142,0.02,0.01,0.04,4035,175
12713667,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:56:01.208599510Z,1.0,185752,64.26,16291675.773050413,314742923545198,8.0,0.1308935186796166,0.02,0.01,0.04,5135,175
12713668,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:56:07.590770301Z,1.0,185752,64.26,16292321.7064167,314742932994237,8.0,0.1308935280278091,0.02,0.01,0.04,19890,175
12713669,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:56:13.893314347Z,1.0,185752,64.26,16292968.647950782,314742942443277,8.0,0.1308935373760747,0.02,0.01,0.04,13149,175
12713670,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:56:20.172710527Z,1.0,185752,64.26,16293615.128942825,314742951892318,8.0,0.1308935467243459,0.02,0.01,0.04,3766,175
12713671,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:56:26.403084172Z,1.0,185752,64.26,16294260.969127355,314742961341360,8.0,0.130893556072604,0.02,0.01,0.04,3168,175
12713672,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:56:33.315926698Z,1.0,185752,64.26,16294906.768520117,314742970790403,8.0,0.1308935654208687,0.02,0.01,0.04,0,175
12713673,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:56:39.728956108Z,1.0,185752,64.26,16295552.35147781,314742980239447,8.0,0.1308935747691399,0.02,0.01,0.04,4073,175
12713674,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:56:46.237574295Z,1.0,185752,64.26,16296198.212781675,314742989688492,8.0,0.1308935841174178,0.02,0.01,0.04,8751,175
12713675,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:56:52.587385649Z,1.0,185752,64.26,16296844.369330771,314742999137538,8.0,0.1308935934657023,0.02,0.01,0.04,8765,175
12713676,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:56:59.060374026Z,1.0,185752,64.26,16297490.526904663,314743008586585,8.0,0.13089360281399,0.02,0.01,0.04,19535,175
12713677,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:57:05.654367232Z,1.0,185752,64.26,16298137.420353197,314743018035633,8.0,0.1308936121623225,0.02,0.01,0.04,34746,175
12713678,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:57:17.803175813Z,1.0,185752,64.26,16298785.353075836,314743027484681,8.0,0.1308936215106617,0.02,0.01,0.04,0,175
12713679,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:57:24.066710358Z,1.0,185752,64.26,16299430.91206376,314743036933730,8.0,0.1308936308590074,0.02,0.01,0.04,33322,175
12713680,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:57:30.772679721Z,1.0,185752,64.26,16300078.747679148,314743046382780,8.0,0.1308936402073597,0.02,0.01,0.04,14411,175
12713681,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:57:37.484200970Z,1.0,185752,64.26,16300725.291363277,314743055831831,8.0,0.1308936495557186,0.02,0.01,0.04,13777,175
12713682,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:57:43.677499758Z,1.0,185752,64.26,16301371.791800844,314743065280883,8.0,0.1308936589040842,0.02,0.01,0.04,0,175
12713683,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:57:50.017940269Z,1.0,185752,64.26,16302017.351062048,314743074729936,8.0,0.1308936682524563,0.02,0.01,0.04,2012,175
12713684,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:57:56.352245709Z,1.0,185752,64.26,16302663.04785142,314743084178990,8.0,0.1308936776008351,0.02,0.01,0.04,16007,175
12713685,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:58:03.011910409Z,1.0,185752,64.26,16303309.700847551,314743093628045,8.0,0.1308936869492193,0.02,0.01,0.04,14228,175
12713686,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:58:09.337800994Z,1.0,185752,64.26,16303956.23237072,314743103077101,8.0,0.130893696297607,0.02,0.01,0.04,9978,175
12713687,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:58:16.153362226Z,1.0,185752,64.26,16304602.473599004,314743112526158,8.0,0.1308937056460013,0.02,0.01,0.04,5347,175
12713688,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:58:22.466356308Z,1.0,185752,64.26,16305248.398496091,314743121975216,8.0,0.1308937149944022,0.02,0.01,0.04,21900,175
12713689,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:58:28.986156339Z,1.0,185752,64.26,16305895.454362487,314743131424275,8.0,0.1308937243428097,0.02,0.01,0.04,5531,175
12713690,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:58:35.342018465Z,1.0,185752,64.26,16306541.391967095,314743140873335,8.0,0.1308937336912238,0.02,0.01,0.04,28256,175
12713691,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:58:41.947693210Z,1.0,185752,64.26,16307188.882212063,314743150322396,8.0,0.1308937430396356,0.02,0.01,0.04,2162,175
12713692,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:58:48.670901086Z,1.0,185752,64.26,16307834.589783227,314743159771458,8.0,0.1308937523880539,0.02,0.01,0.04,12327,175
12713693,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:58:55.133806051Z,1.0,185752,64.26,16308480.991863571,314743169220521,8.0,0.1308937617364788,0.02,0.01,0.04,16327,175
12713694,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1svwt2mr4x2mx0hcmty0mxsa4rmlfau4lwx2l69,2022-11-04T12:59:01.521192244Z,1.0,185752,64.26,16309127.667292232,314743178669585,8.0,0.1308937710848908,0.02,0.01,0.04,15339,175
