block_num,Block_length_target,Goal_Bonded,Inflation_Rate_Change,Min_Inflation_Rate,Max_Inflation_Rate,Min_Signatures,Blocks_per_year,Validator_id,inflation_rate,total_supply,self_bonded_rew_denom,self_bonded_rew_amt,commission_denom,commission_amt,community_tax,min_proposer_bonus,max_proposer_bonus,timestamp,block_len,n_validators,atom_staked_v,percent_staked,sign_ratio,total_block_fees
12570761,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294702592401084,313402710158818,uatom,453.45363781696,uatom,840133616.1911212,0.02,0.01,0.04,2022-10-24T06:50:13.342600766Z,6.416,175,14822218.455435,64.02,1.0,0.0
12570762,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294702694289263,313402719465316,uatom,453.522654615362,uatom,840261488.9489958,0.02,0.01,0.04,2022-10-24T06:50:19.691994090Z,6.349,175,14822218.455435,64.02,1.0,22254.0
12570763,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294702796177073,313402728771815,uatom,453.591836456404,uatom,840389667.4941312,0.02,0.01,0.04,2022-10-24T06:50:26.218968628Z,6.527,175,14822218.455435,64.02,1.0,0.0
12570764,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294702898064947,313402738078315,uatom,453.711064790754,uatom,840610571.0463567,0.02,0.01,0.04,2022-10-24T06:50:32.948879178Z,6.73,175,14822218.455435,64.02,1.0,2252.0
12570765,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294702999952875,313402747384816,uatom,453.780098298084,uatom,840738474.7621564,0.02,0.01,0.04,2022-10-24T06:50:39.686720334Z,6.738,175,14822218.455435,64.02,1.0,0.0
12570766,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294703101840868,313402756691318,uatom,453.849115112046,uatom,840866347.5488622,0.02,0.01,0.04,2022-10-24T06:50:46.175091147Z,6.489,175,14822218.455435,64.02,1.0,15901.0
12570767,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294703203728903,313402765997821,uatom,453.918249854558,uatom,840994438.8309096,0.02,0.01,0.04,2022-10-24T06:50:52.783735070Z,6.608,175,14822218.455435,64.02,1.0,10090.0
12570768,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294703305617003,313402775304325,uatom,453.987341510234,uatom,841122450.2826438,0.02,0.01,0.04,2022-10-24T06:50:59.152523126Z,6.369,175,14822218.455435,64.02,1.0,0.0
12570769,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294703407505168,313402784610830,uatom,454.05635834507,uatom,841250323.1080209,0.02,0.01,0.04,2022-10-24T06:51:05.828521421Z,6.676,175,14822218.455435,64.02,1.0,26764.0
12570771,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294703611281619,313402803223843,uatom,454.19484830032,uatom,841506914.154349,0.02,0.01,0.04,2022-10-24T06:51:19.163239500Z,6.12345,175,14822218.455435,64.02,1.0,6808.0
12570772,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.129470371316993,313402812530351,uatom,454.26391768363,uatom,841634884.3403491,0.02,0.01,0.04,2022-10-24T06:51:21.612243698Z,2.449,175,14822218.455435,64.02,1.0,1551.0
12570773,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294703815058306,313402821836860,uatom,454.332946048936,uatom,841762778.5291207,0.02,0.01,0.04,2022-10-24T06:51:28.014294621Z,6.402,175,14822218.455435,64.02,1.0,16418.0
12570774,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294703916946731,313402831143370,uatom,454.402084674664,uatom,841890877.0059029,0.02,0.01,0.04,2022-10-24T06:51:34.311845488Z,6.297,175,14822218.455435,64.02,1.0,800.0
12570775,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294704018835222,313402840449881,uatom,454.471107485058,uatom,842018760.9026597,0.02,0.01,0.04,2022-10-24T06:51:41.129993002Z,6.818,175,14822218.455435,64.02,1.0,0.0
12570776,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294704120723777,313402849756393,uatom,454.54012436974,uatom,842146633.8203943,0.02,0.01,0.04,2022-10-24T06:51:47.651952339Z,6.522,175,14822218.455435,64.02,1.0,5985.0
12570777,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294704222612348,313402859062906,uatom,454.609185646468,uatom,842274588.9867054,0.02,0.01,0.04,2022-10-24T06:51:54.110068617Z,6.459,175,14822218.455435,64.02,1.0,30481.0
12570778,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294704324500984,313402868369420,uatom,454.728804643764,uatom,842496216.3503699,0.02,0.01,0.04,2022-10-24T06:52:00.742301175Z,6.632,175,14822218.455435,64.02,1.0,18490.0
12570779,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294704426389358,313402877675935,uatom,454.79795867041,uatom,842624343.3616259,0.02,0.01,0.04,2022-10-24T06:52:12.306038506Z,11.564,175,14822218.455435,64.02,1.0,8950.0
12570780,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294704528277798,313402886982451,uatom,454.867041956042,uatom,842752339.3055323,0.02,0.01,0.04,2022-10-24T06:52:18.658139527Z,6.352,175,14822218.455435,64.02,1.0,9139.0
12570781,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294704630166297,313402896288968,uatom,454.936126640726,uatom,842880337.8415684,0.02,0.01,0.04,2022-10-24T06:52:25.107801172Z,6.449,175,14822218.455435,64.02,1.0,0.0
12570782,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294704732054861,313402905595486,uatom,455.005143558208,uatom,843008210.8200754,0.02,0.01,0.04,2022-10-24T06:52:31.996950343Z,6.889,175,14822218.455435,64.02,1.0,13869.0
12570783,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.129470483394348,313402914902005,uatom,455.074263335294,uatom,843136274.3745213,0.02,0.01,0.04,2022-10-24T06:52:38.443267273Z,6.447,175,14822218.455435,64.02,1.0,2827.0
12570784,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294704935832163,313402924208525,uatom,455.143301232578,uatom,843264186.2239245,0.02,0.01,0.04,2022-10-24T06:52:44.905810406Z,6.462,175,14822218.455435,64.02,1.0,0.0
12570785,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294705037720912,313402933515046,uatom,455.212318171964,uatom,843392059.2430147,0.02,0.01,0.04,2022-10-24T06:52:51.471602604Z,6.566,175,14822218.455435,64.02,1.0,0.0
12570786,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294705139609726,313402942821568,uatom,455.281335118768,uatom,843519932.2758453,0.02,0.01,0.04,2022-10-24T06:52:58.160811116Z,6.689,175,14822218.455435,64.02,1.0,28534.0
12570787,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294705241498571,313402952128091,uatom,455.350564938842,uatom,843648199.7154429,0.02,0.01,0.04,2022-10-24T06:53:04.756189931Z,6.596,175,14822218.455435,64.02,1.0,3934.0
12570788,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294705343387431,313402961434615,uatom,455.41961232998,uatom,843776129.1548457,0.02,0.01,0.04,2022-10-24T06:53:11.521116225Z,6.765,175,14822218.455435,64.02,1.0,2940.0
12570789,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294705445276356,313402970741140,uatom,455.488652355542,uatom,843904044.9474772,0.02,0.01,0.04,2022-10-24T06:53:17.984953048Z,6.463,175,14822218.455435,64.02,1.0,3356.0
12570790,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294705547165346,313402980047666,uatom,455.557695471902,uatom,844031966.4666694,0.02,0.01,0.04,2022-10-24T06:53:24.584367761Z,6.6,175,14822218.455435,64.02,1.0,759.0
12570791,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294705649054401,313402989354193,uatom,455.676918113784,uatom,844252859.4720198,0.02,0.01,0.04,2022-10-24T06:53:31.320998221Z,6.736,175,14822218.455435,64.02,1.0,12063.0
12570792,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294705852832618,313403007967250,uatom,455.815114891064,uatom,844508907.3248551,0.02,0.01,0.04,2022-10-24T06:53:37.721351593Z,6.401,175,14822218.455435,64.02,1.0,9550.0
12570793,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294705954721867,313403017273780,uatom,455.884165509776,uatom,844636842.7442342,0.02,0.01,0.04,2022-10-24T06:53:44.439372411Z,6.718,175,14822218.455435,64.02,1.0,4364.0
12570795,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294706056611181,313403026580311,uatom,455.953198598066,uatom,844764745.6836432,0.02,0.01,0.04,2022-10-24T06:53:57.568095630Z,6.12345,175,14822218.455435,64.02,1.0,5050.0
12570796,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.129470615850056,313403035886843,uatom,456.022253066616,uatom,844892688.2359147,0.02,0.01,0.04,2022-10-24T06:54:03.924887953Z,6.356,175,14822218.455435,64.02,1.0,23088.0
12570797,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294706260389684,313403045193376,uatom,456.09144131197,uatom,845020878.6468151,0.02,0.01,0.04,2022-10-24T06:54:15.473254878Z,11.549,175,14822218.455435,64.02,1.0,23902.0
12570798,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294706362278871,313403054499910,uatom,456.160637445896,uatom,845149083.6734797,0.02,0.01,0.04,2022-10-24T06:54:22.009902284Z,6.536,175,14822218.455435,64.02,1.0,5375.0
12570799,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294706464168122,313403063806445,uatom,456.229694336906,uatom,845277030.7140291,0.02,0.01,0.04,2022-10-24T06:54:28.828048490Z,6.819,175,14822218.455435,64.02,1.0,6595.0
12570800,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294706566057329,313403073112981,uatom,456.298760282822,uatom,845404994.5313035,0.02,0.01,0.04,2022-10-24T06:54:35.163436481Z,6.335,175,14822218.455435,64.02,1.0,4674.0
12570801,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294706667946601,313403082419518,uatom,456.367811990064,uatom,845532931.9674871,0.02,0.01,0.04,2022-10-24T06:54:41.670438108Z,6.507,175,14822218.455435,64.02,1.0,15182.0
12570802,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294706769835937,313403091726056,uatom,456.43694162835,uatom,845661013.7925394,0.02,0.01,0.04,2022-10-24T06:54:48.151078880Z,6.481,175,14822218.455435,64.02,1.0,11719.0
12570803,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294706871725327,313403101032595,uatom,456.50604559253,uatom,845789048.0491896,0.02,0.01,0.04,2022-10-24T06:54:55.168206513Z,7.017,175,14822218.455435,64.02,1.0,11467.0
12570804,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294706973614724,313403110339135,uatom,456.625421300254,uatom,846010224.6516402,0.02,0.01,0.04,2022-10-24T06:55:01.829570300Z,6.661,175,14822218.455435,64.02,1.0,2536.0
12570805,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294707075504186,313403119645676,uatom,456.694457177964,uatom,846138132.7593281,0.02,0.01,0.04,2022-10-24T06:55:08.524645421Z,6.695,175,14822218.455435,64.02,1.0,0.0
12570806,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294707279283303,313403138258761,uatom,456.832637284066,uatom,846394149.724391,0.02,0.01,0.04,2022-10-24T06:55:14.899170485Z,6.375,175,14822218.455435,64.02,1.0,19680.0
12570807,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294707279283303,313403138258761,uatom,456.832637284066,uatom,846394149.724391,0.02,0.01,0.04,2022-10-24T06:55:21.636351591Z,6.737,175,14822218.455435,64.02,1.0,5545.0
12570808,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294707483062442,313403156871850,uatom,456.970722918062,uatom,846649991.6536788,0.02,0.01,0.04,2022-10-24T06:55:28.089647877Z,6.453,175,14822218.455435,64.02,1.0,1392.0
12570809,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294707483062442,313403156871850,uatom,456.970722918062,uatom,846649991.6536788,0.02,0.01,0.04,2022-10-24T06:55:34.959759826Z,6.87,175,14822218.455435,64.02,1.0,12660.0
12570810,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294707584951601,313403166178396,uatom,457.03983390633,uatom,846778038.924505,0.02,0.01,0.04,2022-10-24T06:55:41.186808482Z,6.227,175,14822218.455435,64.02,1.0,23868.0
12570811,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294707686840825,313403175484943,uatom,457.109028020258,uatom,846906240.2086679,0.02,0.01,0.04,2022-10-24T06:55:48.049406277Z,6.863,175,14822218.455435,64.02,1.0,0.0
12570812,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.129470789061946,313403194098040,uatom,457.24716881884,uatom,847162184.3456506,0.02,0.01,0.04,2022-10-24T06:55:54.625975732Z,6.576,175,14822218.455435,64.02,1.0,14373.0
12570813,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.129470789061946,313403194098040,uatom,457.24716881884,uatom,847162184.3456506,0.02,0.01,0.04,2022-10-24T06:56:01.176837413Z,6.551,175,14822218.455435,64.02,1.0,3500.0
12570814,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294707992508871,313403203404590,uatom,457.31621189027,uatom,847290105.7817025,0.02,0.01,0.04,2022-10-24T06:56:07.672002042Z,6.496,175,14822218.455435,64.02,1.0,5789.0
12570815,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294708094398347,313403212711141,uatom,457.38527194428,uatom,847418058.6826898,0.02,0.01,0.04,2022-10-24T06:56:20.069775428Z,12.397,175,14822218.455435,64.02,1.0,3896.0
12570816,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294708196287888,313403222017693,uatom,457.454317967268,uatom,847545985.5873199,0.02,0.01,0.04,2022-10-24T06:56:26.575461814Z,6.506,175,14822218.455435,64.02,1.0,24043.0
12570817,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294708400067161,313403240630800,uatom,457.64279118874,uatom,847895184.495309,0.02,0.01,0.04,2022-10-24T06:56:33.131543752Z,6.556,175,14822218.455435,64.02,1.0,3811.0
12570819,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294708501956893,313403249937355,uatom,457.711818567628,uatom,848023076.8565737,0.02,0.01,0.04,2022-10-24T06:56:46.732180017Z,6.12345,175,14822218.467461,64.02,1.0,2673.0
12570820,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.129470860384669,313403259243911,uatom,457.780855549856,uatom,848150987.0106907,0.02,0.01,0.04,2022-10-24T06:56:53.259785863Z,6.527,175,14822218.467461,64.02,1.0,6250.0
12570821,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294708705736508,313403268550468,uatom,457.849919066436,uatom,848278946.3270507,0.02,0.01,0.04,2022-10-24T06:56:59.612909155Z,6.353,175,14822218.467461,64.02,1.0,6051.0
12570823,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294708909515164,313403287163586,uatom,457.988548977872,uatom,848535796.6812272,0.02,0.01,0.04,2022-10-24T06:57:17.494614957Z,6.12345,175,14822218.467461,64.02,1.0,4338.0
12570824,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294709011404413,313403296470147,uatom,458.057598330322,uatom,848663729.754609,0.02,0.01,0.04,2022-10-24T06:57:19.888675792Z,2.394,175,14822218.467461,64.02,1.0,12105.0
12570825,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294709113293724,313403305776709,uatom,458.126705279016,uatom,848791769.5410045,0.02,0.01,0.04,2022-10-24T06:57:26.696160243Z,6.808,175,14822218.467461,64.02,1.0,1051.0
12570826,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294709317072538,313403324389836,uatom,458.2647474522,uatom,849047530.9470861,0.02,0.01,0.04,2022-10-24T06:57:33.394787073Z,6.698,175,14822218.467461,64.02,1.0,0.0
12570827,7.23302752293578,0.6666,0.13,0.07,0.2,0.6666,4360000,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0.1294709418962041,313403333696401,uatom,458.334035595292,uatom,849175906.4463506,0.02,0.01,0.04,2022-10-24T06:57:39.913249788Z,6.519,175,14822218.467461,64.02,1.0,36535.0
